HandA,HandA_no,HandB,HandB_no,HandA_Wins,Ties,HandB_Wins
QKo,27,6To,108,0.6693814396858215,0.0063337176106870174,0.3242848515510559
QKo,27,69o,109,0.649935245513916,0.006231516133993864,0.34383320808410645
QKo,27,68o,110,0.6385102868080139,0.00621428806334734,0.35527539253234863
QKo,27,67o,111,0.6252186894416809,0.0061202626675367355,0.3686610162258148
QKo,27,66o,112,0.46246469020843506,0.004330756142735481,0.5332045555114746
QKo,27,65s,113,0.5859715938568115,0.006698576733469963,0.40732982754707336
QKo,27,64s,114,0.5989240407943726,0.006801070179790258,0.39427492022514343
QKo,27,63s,115,0.611939549446106,0.006901811808347702,0.38115864992141724
QKo,27,62s,116,0.6250181198120117,0.007002553436905146,0.36797934770584106
QKo,27,5Ao,117,0.41682931780815125,0.004714700393378735,0.5784559845924377
QKo,27,5Ko,118,0.706171989440918,0.059049807488918304,0.23477821052074432
QKo,27,5Qo,119,0.7406355142593384,0.027034465223550797,0.23233003914356232
QKo,27,5Jo,120,0.6792356967926025,0.006887941621243954,0.31387636065483093
QKo,27,5To,121,0.6792234182357788,0.006894365884363651,0.3138822019100189
QKo,27,59o,122,0.6597772836685181,0.006792164407670498,0.33343055844306946
QKo,27,58o,123,0.648352324962616,0.006774935871362686,0.34487274289131165
QKo,27,57o,124,0.635060727596283,0.006680910475552082,0.35825836658477783
QKo,27,56o,125,0.6218320727348328,0.006592871155589819,0.37157508730888367
QKo,27,55o,126,0.46610841155052185,0.005492099095135927,0.5283994674682617
QKo,27,54s,127,0.5868070125579834,0.007174251601099968,0.4060187339782715
QKo,27,53s,128,0.5998225212097168,0.007277913391590118,0.3928995728492737
QKo,27,52s,129,0.6129010915756226,0.007378654554486275,0.3797202408313751
QKo,27,4Ao,130,0.4176988899707794,0.004899247083812952,0.577401876449585
QKo,27,4Ko,131,0.7107159495353699,0.05976560711860657,0.22951842844486237
QKo,27,4Qo,132,0.7456209659576416,0.02730875462293625,0.22707027196884155
QKo,27,4Jo,133,0.6830679774284363,0.007072488311678171,0.3098595440387726
QKo,27,4To,134,0.6796141266822815,0.0069381664507091045,0.3134477138519287
QKo,27,49o,135,0.6737058758735657,0.00694050220772624,0.3193536400794983
QKo,27,48o,136,0.6622809171676636,0.006923274137079716,0.3307958245277405
QKo,27,47o,137,0.6489893198013306,0.006829248741269112,0.34418144822120667
QKo,27,46o,138,0.6357606649398804,0.0067412094213068485,0.3574981391429901
QKo,27,45o,139,0.6226850152015686,0.007149431388825178,0.3701655864715576
QKo,27,44o,140,0.4712173044681549,0.006488083396106958,0.5222945809364319
QKo,27,43s,141,0.6034360527992249,0.007426835596561432,0.3891370892524719
QKo,27,42s,142,0.6165146231651306,0.007531956769526005,0.37595340609550476
QKo,27,3Ao,143,0.41856849193573,0.005108322016894817,0.5763232111930847
QKo,27,3Ko,144,0.7152599096298218,0.06056628376245499,0.22417378425598145
QKo,27,3Qo,145,0.750669538974762,0.02760484628379345,0.22172562777996063
QKo,27,3Jo,146,0.6869633197784424,0.0072815632447600365,0.3057551383972168
QKo,27,3To,147,0.6835094690322876,0.00714724138379097,0.30934327840805054
QKo,27,39o,148,0.6741596460342407,0.007008831482380629,0.31883153319358826
QKo,27,38o,149,0.6762725710868835,0.007096140645444393,0.3166312873363495
QKo,27,37o,150,0.6629809737205505,0.007002115249633789,0.3300168812274933
QKo,27,36o,151,0.6497523188591003,0.006914075929671526,0.3433336019515991
QKo,27,35o,152,0.6366766691207886,0.007322297897189856,0.3560010492801666
QKo,27,34o,153,0.6405720114707947,0.007506844587624073,0.3519211411476135
QKo,27,33o,154,0.4769148826599121,0.007624230347573757,0.5154608488082886
QKo,27,32s,155,0.6201912760734558,0.007697523105889559,0.3721112012863159
QKo,27,2Ao,156,0.41943806409835815,0.005350393243134022,0.5752115249633789
QKo,27,2Ko,157,0.7198039293289185,0.061459362506866455,0.21873672306537628
QKo,27,2Qo,158,0.7557811737060547,0.02793026901781559,0.21628856658935547
QKo,27,2Jo,159,0.6909217238426208,0.007523634936660528,0.3015546500682831
QKo,27,2To,160,0.6874678730964661,0.0073893130756914616,0.3051428198814392
QKo,27,29o,161,0.6781180500984192,0.007250902708619833,0.31463104486465454
QKo,27,28o,162,0.676789402961731,0.007197466213256121,0.3160130977630615
QKo,27,27o,163,0.6770357489585876,0.007207978051155806,0.31575629115104675
QKo,27,26o,164,0.6638070940971375,0.00711993919685483,0.3290729820728302
QKo,27,25o,165,0.6507313847541809,0.007528160698711872,0.3417404294013977
QKo,27,24o,166,0.654626727104187,0.0077127073891460896,0.337660551071167
QKo,27,23o,167,0.6585851311683655,0.007921782322227955,0.33349305391311646
QKo,27,22o,168,0.48320117592811584,0.008919894695281982,0.5078789591789246
QQo,28,QJs,29,0.8337999582290649,0.015856413170695305,0.1503436267375946
QQo,28,QTs,30,0.8298689723014832,0.015746619552373886,0.15438438951969147
QQo,28,Q9s,31,0.847023069858551,0.01673125848174095,0.13624566793441772
QQo,28,Q8s,32,0.859801173210144,0.01752784475684166,0.1226709708571434
QQo,28,Q7s,33,0.8725792765617371,0.018324432894587517,0.10909628123044968
QQo,28,Q6s,34,0.8686483502388,0.018214639276266098,0.11313703656196594
QQo,28,Q5s,35,0.8681384921073914,0.018732070922851562,0.11312944442033768
QQo,28,Q4s,36,0.8720834851264954,0.01884186454117298,0.1090746745467186
QQo,28,Q3s,37,0.8760284185409546,0.0189516581594944,0.10501990467309952
QQo,28,Q2s,38,0.8799734115600586,0.01906145177781582,0.10096513479948044
QQo,28,JAo,39,0.7143039703369141,0.0038794847205281258,0.2818165421485901
QQo,28,JKo,40,0.7131662368774414,0.003996202722191811,0.28283753991127014
QQo,28,JQo,41,0.8823068141937256,0.016183458268642426,0.10150972008705139
QQo,28,JJo,42,0.816169798374176,0.0042282212525606155,0.1796019822359085
QQo,28,JTs,43,0.8129082322120667,0.0038813201244920492,0.18321046233177185
QQo,28,J9s,44,0.8154841065406799,0.0038168844766914845,0.18069902062416077
QQo,28,J8s,45,0.8168076276779175,0.0037524488288909197,0.17943990230560303
QQo,28,J7s,46,0.8206630945205688,0.0036880134139209986,0.17564891278743744
QQo,28,J6s,47,0.8325784206390381,0.003578025149181485,0.16384357213974
QQo,28,J5s,48,0.8280891180038452,0.0039883884601294994,0.1679224818944931
QQo,28,J4s,49,0.8320724368095398,0.004098376724869013,0.16382916271686554
QQo,28,J3s,50,0.8360558152198792,0.004208364989608526,0.15973584353923798
QQo,28,J2s,51,0.8400391340255737,0.00431835325434804,0.1556425392627716
QQo,28,TAo,52,0.7104384899139404,0.0037382380105555058,0.285823255777359
QQo,28,TKo,53,0.7093007564544678,0.0038549562450498343,0.28684425354003906
QQo,28,TQo,54,0.8780356645584106,0.016042420640587807,0.1059219017624855
QQo,28,TJo,55,0.8547816276550293,0.003725223010405898,0.14149315655231476
QQo,28,TTo,56,0.8123377561569214,0.003945794887840748,0.18371644616127014
QQo,28,T9s,57,0.7991811037063599,0.0037232486065477133,0.19709564745426178
QQo,28,T8s,58,0.8005046844482422,0.0036588129587471485,0.19583652913570404
QQo,28,T7s,59,0.8043600916862488,0.0035943773109465837,0.19204553961753845
QQo,28,T6s,60,0.816275417804718,0.0034843890462070704,0.1802401840686798
QQo,28,T5s,61,0.8280961513519287,0.0039883884601294994,0.167915478348732
QQo,28,T4s,62,0.8281031250953674,0.0039883884601294994,0.1679084599018097
QQo,28,T3s,63,0.8320865035057068,0.004098376724869013,0.16381514072418213
QQo,28,T2s,64,0.8360698223114014,0.004208364989608526,0.15972183644771576
QQo,28,9Ao,65,0.7168788909912109,0.003649552119895816,0.27947157621383667
QQo,28,9Ko,66,0.7157411575317383,0.003766270587220788,0.2804925739765167
QQo,28,9Qo,67,0.8964871168136597,0.017274970188736916,0.08623789995908737
QQo,28,9Jo,68,0.8575569987297058,0.003636537119746208,0.13880646228790283
QQo,28,9To,69,0.8401156663894653,0.0035314990673214197,0.15635283291339874
QQo,28,99o,70,0.8086519837379456,0.0038042310625314713,0.18754379451274872
QQo,28,98s,71,0.7862758636474609,0.003618126967921853,0.2101060003042221
QQo,28,97s,72,0.7901313304901123,0.0035536913201212883,0.20631499588489532
QQo,28,96s,73,0.801526665687561,0.003443703055381775,0.195029616355896
QQo,28,95s,74,0.8133473992347717,0.00394770223647356,0.182704895734787
QQo,28,94s,75,0.829664409160614,0.004041338339447975,0.16629426181316376
QQo,28,93s,76,0.8296713829040527,0.004041338339447975,0.16628725826740265
QQo,28,92s,77,0.8336547613143921,0.0041513266041874886,0.16219393908977509
QQo,28,8Ao,78,0.7134755253791809,0.003509640460833907,0.28301483392715454
QQo,28,8Ko,79,0.7199231386184692,0.0036785858683288097,0.27639827132225037
QQo,28,8Qo,80,0.91019207239151,0.018283843994140625,0.07152409851551056
QQo,28,8Jo,81,0.8589289784431458,0.00354885240085423,0.1375221461057663
QQo,28,8To,82,0.84148770570755,0.0034438143484294415,0.155068501830101
QQo,28,89o,83,0.8263393044471741,0.003409357974305749,0.17025130987167358
QQo,28,88o,84,0.805534303188324,0.003664769697934389,0.19080093502998352
QQo,28,87s,85,0.7789483070373535,0.003513784147799015,0.21753789484500885
QQo,28,86s,86,0.7870377898216248,0.003404185175895691,0.20955799520015717
QQo,28,85s,87,0.7988585233688354,0.003908184356987476,0.19723327457904816
QQo,28,84s,88,0.8151755332946777,0.004001820459961891,0.18082264065742493
QQo,28,83s,89,0.83149254322052,0.004095456562936306,0.1644120067358017
QQo,28,82s,90,0.8314995765686035,0.004095456562936306,0.1644050031900406
QQo,28,7Ao,91,0.7152020931243896,0.0034433137625455856,0.2813545763492584
QQo,28,7Ko,92,0.7202460765838623,0.0035420111380517483,0.2762118875980377
QQo,28,7Qo,93,0.9239092469215393,0.01929563842713833,0.056795112788677216
QQo,28,7Jo,94,0.8629423379898071,0.0034645050764083862,0.13359318673610687
QQo,28,7To,95,0.8455010056495667,0.003359466791152954,0.15113955736160278
QQo,28,79o,96,0.8303526639938354,0.0033250104170292616,0.16632235050201416
QQo,28,78o,97,0.8184928297996521,0.003291554981842637,0.1782156080007553
QQo,28,77o,98,0.8061491250991821,0.003532316768541932,0.1903185397386551
QQo,28,76s,99,0.7758548259735107,0.003367392811924219,0.22077777981758118
QQo,28,75s,100,0.7876755595207214,0.003872560104355216,0.20845188200473785
QQo,28,74s,101,0.8039925694465637,0.003966195974498987,0.19204124808311462
QQo,28,73s,102,0.820309579372406,0.004059832077473402,0.1756306141614914
QQo,28,72s,103,0.8366265296936035,0.004153468180447817,0.15921998023986816
QQo,28,6Ao,104,0.7151985764503479,0.0034540763590484858,0.2813473343849182
QQo,28,6Ko,105,0.7163806557655334,0.0034121109638363123,0.28020724654197693
QQo,28,6Qo,106,0.9196380972862244,0.01916452869772911,0.061197370290756226
QQo,28,6Jo,107,0.8757323622703552,0.0033346049021929502,0.12093304842710495
QQo,28,6To,108,0.8582910299301147,0.003229566616937518,0.13847941160202026
QQo,28,69o,109,0.8425745368003845,0.0031951102428138256,0.15423037111759186
QQo,28,68o,110,0.8271396160125732,0.003161654807627201,0.16969875991344452
QQo,28,67o,111,0.8152903318405151,0.003131536766886711,0.1815781593322754
QQo,28,66o,112,0.8023170828819275,0.003273717826232314,0.19440917670726776
