HandA,HandA_no,HandB,HandB_no,HandA_Wins,Ties,HandB_Wins
J4s,49,36o,151,0.6328740119934082,0.014010070823132992,0.35311588644981384
J4s,49,35o,152,0.6179466247558594,0.01428382471203804,0.3677695393562317
J4s,49,34o,153,0.6883506774902344,0.05857351794838905,0.2530757784843445
J4s,49,33o,154,0.4796299934387207,0.012752602808177471,0.5076174139976501
J4s,49,32s,155,0.6368273496627808,0.014480635523796082,0.34869202971458435
J4s,49,2Ao,156,0.4287954866886139,0.005656559951603413,0.5655479431152344
J4s,49,2Ko,157,0.43735384941101074,0.007863528095185757,0.5547826290130615
J4s,49,2Qo,158,0.43393638730049133,0.010304098948836327,0.5557595491409302
J4s,49,2Jo,159,0.3264949917793274,0.467245876789093,0.2062591314315796
J4s,49,2To,160,0.6508640050888062,0.014176075346767902,0.3349599540233612
J4s,49,29o,161,0.6479909420013428,0.014063069596886635,0.33794596791267395
J4s,49,28o,162,0.6486207842826843,0.014071391895413399,0.33730781078338623
J4s,49,27o,163,0.6527912020683289,0.014184835366904736,0.33302396535873413
J4s,49,26o,164,0.6453166604042053,0.014232577756047249,0.34045079350471497
J4s,49,25o,165,0.6303892135620117,0.014506331644952297,0.3551044464111328
J4s,49,24o,166,0.7038652896881104,0.060003168880939484,0.23613154888153076
J4s,49,23o,167,0.666424036026001,0.014895427040755749,0.3186805546283722
J4s,49,22o,168,0.48829472064971924,0.01528719998896122,0.4964180886745453
J3s,50,J2s,51,0.3073998689651489,0.44179537892341614,0.25080475211143494
J3s,50,TAo,52,0.38318780064582825,0.004756456706672907,0.6120557188987732
J3s,50,TKo,53,0.3740074634552002,0.007015985436737537,0.6189765334129333
J3s,50,TQo,54,0.3617206811904907,0.009482837282121181,0.6287965178489685
J3s,50,TJo,55,0.26191747188568115,0.10614528506994247,0.6319372653961182
J3s,50,TTo,56,0.30784857273101807,0.004493750166147947,0.6876576542854309
J3s,50,T9s,57,0.5345394015312195,0.013318020850419998,0.4521425664424896
J3s,50,T8s,58,0.5441035628318787,0.013453364372253418,0.44244304299354553
J3s,50,T7s,59,0.5576590299606323,0.013448108918964863,0.4288928806781769
J3s,50,T6s,60,0.5708898901939392,0.013442852534353733,0.4156672954559326
J3s,50,T5s,61,0.5824901461601257,0.013752085156738758,0.4037577509880066
J3s,50,T4s,62,0.5829041004180908,0.01375909335911274,0.4033368229866028
J3s,50,T3s,63,0.6815863251686096,0.05299876630306244,0.26541489362716675
J3s,50,T2s,64,0.6204618215560913,0.013960284180939198,0.36557790637016296
J3s,50,9Ao,65,0.39794743061065674,0.004709882196038961,0.5973426699638367
J3s,50,9Ko,66,0.3887671232223511,0.006969410926103592,0.6042634844779968
J3s,50,9Qo,67,0.3764803111553192,0.009436262771487236,0.6140834093093872
J3s,50,9Jo,68,0.26476335525512695,0.14608250558376312,0.5891541242599487
J3s,50,9To,69,0.5605239868164062,0.013298602774739265,0.42617738246917725
J3s,50,99o,70,0.31498515605926514,0.005035904701799154,0.6799789667129517
J3s,50,98s,71,0.5336496829986572,0.01326239388436079,0.4530879259109497
J3s,50,97s,72,0.5472050905227661,0.01325713749974966,0.43953776359558105
J3s,50,96s,73,0.560435950756073,0.013251882046461105,0.4263121485710144
J3s,50,95s,74,0.5720362663269043,0.013561113737523556,0.4144026041030884
J3s,50,94s,75,0.5839579105377197,0.01365747582167387,0.40238460898399353
J3s,50,93s,76,0.6792333722114563,0.052537400275468826,0.26822924613952637
J3s,50,92s,77,0.618514895439148,0.01375339925289154,0.3677317202091217
J3s,50,8Ao,78,0.39442747831344604,0.004699808079749346,0.6008726954460144
J3s,50,8Ko,79,0.3969486355781555,0.007033797912299633,0.5960175395011902
J3s,50,8Qo,80,0.38466182351112366,0.009500649757683277,0.6058375239372253
J3s,50,8Jo,81,0.26353147625923157,0.19627238810062408,0.5401961207389832
J3s,50,8To,82,0.5706165432929993,0.013426062650978565,0.41595739126205444
J3s,50,89o,83,0.5597150325775146,0.013236697763204575,0.42704829573631287
J3s,50,88o,84,0.31824159622192383,0.005927101708948612,0.6758313179016113
J3s,50,87s,85,0.5332353115081787,0.013339044526219368,0.4534256160259247
J3s,50,86s,86,0.5468499064445496,0.013334226794540882,0.439815878868103
J3s,50,85s,87,0.557961642742157,0.013643459416925907,0.4283948838710785
J3s,50,84s,88,0.5698833465576172,0.013739820569753647,0.41637685894966125
J3s,50,83s,89,0.6797577738761902,0.048888515681028366,0.27135369181632996
J3s,50,82s,90,0.6155643463134766,0.013843189924955368,0.37059247493743896
J3s,50,7Ao,91,0.397715300321579,0.004712510388344526,0.5975722074508667
J3s,50,7Ko,92,0.3974043130874634,0.00694575859233737,0.5956498980522156
J3s,50,7Qo,93,0.39681899547576904,0.009487071074545383,0.5936939120292664
J3s,50,7Jo,94,0.2662735879421234,0.2634921669960022,0.4702342450618744
J3s,50,7To,95,0.5848069190979004,0.013412483967840672,0.4017805755138397
J3s,50,79o,96,0.5739054083824158,0.013223119080066681,0.41287147998809814
J3s,50,78o,97,0.559394121170044,0.013319918885827065,0.4272859990596771
J3s,50,77o,98,0.3271280527114868,0.00701199471950531,0.6658599376678467
J3s,50,76s,99,0.5438847541809082,0.013357879593968391,0.44275739789009094
J3s,50,75s,100,0.5523794293403625,0.013668425381183624,0.4339521527290344
J3s,50,74s,101,0.564301073551178,0.013764787465333939,0.4219341278076172
J3s,50,73s,102,0.6674726009368896,0.048129886388778687,0.28439751267433167
J3s,50,72s,103,0.6195034384727478,0.013937799260020256,0.3665587306022644
J3s,50,6Ao,104,0.40117570757865906,0.004834713879972696,0.5939896106719971
J3s,50,6Ko,105,0.3983435332775116,0.006967220921069384,0.5946892499923706
J3s,50,6Qo,106,0.3949260711669922,0.00940779224038124,0.5956661105155945
J3s,50,6Jo,107,0.26586011052131653,0.345272034406662,0.3888678550720215
J3s,50,6To,108,0.5986692309379578,0.013407666236162186,0.38792309165000916
J3s,50,69o,109,0.5877677202224731,0.013218301348388195,0.3990139961242676
J3s,50,68o,110,0.5736497640609741,0.013315100222826004,0.41303515434265137
J3s,50,67o,111,0.5704321265220642,0.013354083523154259,0.4162137806415558
J3s,50,66o,112,0.33359262347221375,0.008352878503501415,0.6580544710159302
J3s,50,65s,113,0.5473880767822266,0.013699524104595184,0.43891242146492004
J3s,50,64s,114,0.559309720993042,0.013798513449728489,0.4268917739391327
J3s,50,63s,115,0.6581477522850037,0.047382939606904984,0.29446932673454285
J3s,50,62s,116,0.6127644181251526,0.013971526175737381,0.37326404452323914
J3s,50,5Ao,117,0.3876310884952545,0.005108467768877745,0.6072604656219482
J3s,50,5Ko,118,0.394392728805542,0.007315435912460089,0.59829181432724
J3s,50,5Qo,119,0.3909752666950226,0.009756007231771946,0.5992687344551086
J3s,50,5Jo,120,0.2615283131599426,0.4145967364311218,0.32387492060661316
J3s,50,5To,121,0.6107398271560669,0.01375588122755289,0.3755042850971222
J3s,50,59o,122,0.5998383164405823,0.0135665163397789,0.3865951895713806
J3s,50,58o,123,0.5851991176605225,0.01366331521421671,0.4011375904083252
J3s,50,57o,124,0.5791966319084167,0.013702298514544964,0.407101035118103
J3s,50,56o,125,0.5739120841026306,0.013750040903687477,0.4123378396034241
J3s,50,55o,126,0.3344639837741852,0.010172843001782894,0.6553632020950317
J3s,50,54s,127,0.5473495125770569,0.014063945040106773,0.4385865330696106
J3s,50,53s,128,0.641749918460846,0.05041160807013512,0.30783843994140625
J3s,50,52s,129,0.598754346370697,0.014241337776184082,0.3870042860507965
J3s,50,4Ao,130,0.3884606659412384,0.005298270843923092,0.6062410473823547
J3s,50,4Ko,131,0.3952223062515259,0.007505238521844149,0.5972724556922913
J3s,50,4Qo,132,0.39180484414100647,0.009945809841156006,0.5982493758201599
J3s,50,4Jo,133,0.2619468569755554,0.4693068563938141,0.2687462866306305
J3s,50,4To,134,0.6111598610877991,0.013817786239087582,0.37502235174179077
J3s,50,49o,135,0.6123797297477722,0.013723030686378479,0.3738972544670105
J3s,50,48o,136,0.5977405309677124,0.013819829560816288,0.3884396255016327
J3s,50,47o,137,0.5917381048202515,0.013858812861144543,0.3944031000137329
J3s,50,46o,138,0.5864535570144653,0.013906555250287056,0.39963990449905396
J3s,50,45o,139,0.5736338496208191,0.014180309139192104,0.4121858477592468
J3s,50,44o,140,0.33879128098487854,0.012336204759776592,0.6488724946975708
J3s,50,43s,141,0.6454852819442749,0.05059615522623062,0.3039185702800751
J3s,50,42s,142,0.6022282242774963,0.014407926239073277,0.38336387276649475
J3s,50,3Ao,143,0.27940288186073303,0.020146150141954422,0.7004509568214417
J3s,50,3Ko,144,0.2784612476825714,0.03170153498649597,0.6898372173309326
J3s,50,3Qo,145,0.2746572196483612,0.041991181671619415,0.6833515763282776
J3s,50,3Jo,146,0.0715760737657547,0.9069540500640869,0.021469902247190475
J3s,50,3To,147,0.7225854992866516,0.055251676589250565,0.22216284275054932
J3s,50,39o,148,0.7200993299484253,0.05476461350917816,0.22513604164123535
J3s,50,38o,149,0.7207518815994263,0.05078926682472229,0.22845885157585144
J3s,50,37o,150,0.7075044512748718,0.04987023398280144,0.24262534081935883
J3s,50,36o,151,0.6974884867668152,0.04895898699760437,0.25355252623558044
J3s,50,35o,152,0.6796174645423889,0.05215604230761528,0.2682265043258667
J3s,50,34o,153,0.6836763024330139,0.05234818160533905,0.2639755308628082
J3s,50,33o,154,0.35192057490348816,0.02846457250416279,0.619614839553833
J3s,50,32s,155,0.6677015423774719,0.05407042056322098,0.2782280445098877
J3s,50,2Ao,156,0.42507100105285645,0.005773653741925955,0.5691553354263306
J3s,50,2Ko,157,0.43356627225875854,0.007980621419847012,0.5584531426429749
J3s,50,2Qo,158,0.43014878034591675,0.010421192273497581,0.5594300031661987
J3s,50,2Jo,159,0.3203183114528656,0.4730285406112671,0.2066531479358673
J3s,50,2To,160,0.6499602198600769,0.014293168671429157,0.3357466161251068
J3s,50,29o,161,0.6479834914207458,0.014070515520870686,0.33794596791267395
J3s,50,28o,162,0.6449488401412964,0.014161182567477226,0.34088996052742004
J3s,50,27o,163,0.6491192579269409,0.014274626038968563,0.33660611510276794
J3s,50,26o,164,0.6420379877090454,0.014322369359433651,0.343639612197876
J3s,50,25o,165,0.6271106004714966,0.0145961232483387,0.3582932651042938
J3s,50,24o,166,0.6307863593101501,0.01478592585772276,0.3544277250766754
J3s,50,23o,167,0.7074388265609741,0.0561576671898365,0.23640350997447968
J3s,50,22o,168,0.48503029346466064,0.015404196456074715,0.4995655119419098
J2s,51,TAo,52,0.37940022349357605,0.004873550496995449,0.6157262325286865
J2s,51,TKo,53,0.370219886302948,0.00713307922706008,0.6226470470428467
J2s,51,TQo,54,0.35793307423591614,0.009599930606782436,0.6324669718742371
J2s,51,TJo,55,0.25691816210746765,0.10708923637866974,0.6359925866127014
J2s,51,TTo,56,0.3041737973690033,0.004603738430887461,0.6912224888801575
J2s,51,T9s,57,0.5336597561836243,0.013430296443402767,0.4529099464416504
J2s,51,T8s,58,0.5440961122512817,0.013460810296237469,0.44244304299354553
J2s,51,T7s,59,0.5537785887718201,0.013537024147808552,0.43268442153930664
J2s,51,T6s,60,0.5673931241035461,0.013531767763197422,0.4190751314163208
J2s,51,T5s,61,0.5789934396743774,0.013841000385582447,0.4071655869483948
J2s,51,T4s,62,0.5794073343276978,0.013848008587956429,0.40674465894699097
J2s,51,T3s,63,0.5828811526298523,0.013960284180939198,0.4031585454940796
J2s,51,T2s,64,0.684858500957489,0.049356888979673386,0.2657845914363861
J2s,51,9Ao,65,0.39415985345840454,0.004826975986361504,0.60101318359375
J2s,51,9Ko,66,0.3849795460700989,0.007086504716426134,0.6079339385032654
J2s,51,9Qo,67,0.372692734003067,0.009553356096148491,0.6177539229393005
J2s,51,9Jo,68,0.25976404547691345,0.14710938930511475,0.5931265950202942
J2s,51,9To,69,0.5596202611923218,0.01341569609940052,0.42696404457092285
J2s,51,99o,70,0.31131038069725037,0.005145892966538668,0.6835437417030334
J2s,51,98s,71,0.5336422324180603,0.013269839808344841,0.4530879259109497
J2s,51,97s,72,0.5433246493339539,0.01334605272859335,0.4433292746543884
J2s,51,96s,73,0.5569392442703247,0.013340797275304794,0.4297199845314026
J2s,51,95s,74,0.5685395002365112,0.01365002989768982,0.41781044006347656
J2s,51,94s,75,0.5804612040519714,0.013746391050517559,0.4057924151420593
J2s,51,93s,76,0.5809342265129089,0.01375339925289154,0.4053123891353607
J2s,51,92s,77,0.6825055480003357,0.04889552295207977,0.26859891414642334
J2s,51,8Ao,78,0.3939093053340912,0.0047072540037333965,0.6013834476470947
J2s,51,8Ko,79,0.39643049240112305,0.007041243836283684,0.5965282917022705
J2s,51,8Qo,80,0.3841436803340912,0.009508095681667328,0.6063482165336609
J2s,51,8Jo,81,0.2621995508670807,0.19727259874343872,0.5405278205871582
J2s,51,8To,82,0.5706090927124023,0.013433508574962616,0.41595739126205444
J2s,51,89o,83,0.5597075819969177,0.013244143687188625,0.42704829573631287
J2s,51,88o,84,0.3182341754436493,0.0059274910017848015,0.6758383512496948
J2s,51,87s,85,0.5332278609275818,0.013346491381525993,0.4534256160259247
J2s,51,86s,86,0.5468424558639526,0.013341672718524933,0.439815878868103
J2s,51,85s,87,0.5579542517662048,0.013650905340909958,0.4283948838710785
J2s,51,84s,88,0.5698758959770203,0.013747266493737698,0.41637685894966125
J2s,51,83s,89,0.5818566679954529,0.013843628577888012,0.40429970622062683
J2s,51,82s,90,0.6797572374343872,0.048889100551605225,0.27135369181632996
J2s,51,7Ao,91,0.3932216465473175,0.004802301526069641,0.6019760370254517
J2s,51,7Ko,92,0.3929106593132019,0.007035549730062485,0.6000537872314453
J2s,51,7Qo,93,0.39232534170150757,0.009576862677931786,0.5980978012084961
J2s,51,7Jo,94,0.260967880487442,0.2646588087081909,0.47437331080436707
J2s,51,7To,95,0.5808240175247192,0.013502275571227074,0.4056737422943115
J2s,51,79o,96,0.5699224472045898,0.013312910683453083,0.41676464676856995
J2s,51,78o,97,0.5593805313110352,0.0133272185921669,0.42729225754737854
J2s,51,77o,98,0.3219480812549591,0.007064945064485073,0.6709869503974915
J2s,51,76s,99,0.5355488657951355,0.013427084311842918,0.45102402567863464
J2s,51,75s,100,0.5444272756576538,0.013737631030380726,0.44183510541915894
J2s,51,74s,101,0.5563489198684692,0.013833992183208466,0.4298170804977417
J2s,51,73s,102,0.5683296918869019,0.013930353336036205,0.4177399277687073
J2s,51,72s,103,0.6808125376701355,0.045246053487062454,0.27394142746925354
J2s,51,6Ao,104,0.3995763957500458,0.004924505017697811,0.5954990983009338
J2s,51,6Ko,105,0.3966163396835327,0.0070570120587944984,0.5963266491889954
J2s,51,6Qo,106,0.3931988775730133,0.009497582912445068,0.597303569316864
J2s,51,6Jo,107,0.2637181580066681,0.34652161598205566,0.38976022601127625
J2s,51,6To,108,0.5950796604156494,0.013497456908226013,0.39142289757728577
J2s,51,69o,109,0.58417809009552,0.013308092951774597,0.4025138020515442
J2s,51,68o,110,0.5736361742019653,0.013322400860488415,0.41304144263267517
J2s,51,67o,111,0.561968982219696,0.01342357974499464,0.42460742592811584
J2s,51,66o,112,0.3313000202178955,0.008405827917158604,0.6602941751480103
J2s,51,65s,113,0.5415212512016296,0.013768728822469711,0.44471001625061035
J2s,51,64s,114,0.5534428954124451,0.013867718167603016,0.432689368724823
J2s,51,63s,115,0.5654236674308777,0.01396408025175333,0.4206122159957886
J2s,51,62s,116,0.6714876294136047,0.04449910670518875,0.2840132415294647
J2s,51,5Ao,117,0.3864881694316864,0.005198259372264147,0.6083135604858398
J2s,51,5Ko,118,0.3931867480278015,0.0074052270501852036,0.5994080305099487
J2s,51,5Qo,119,0.3897692859172821,0.009845798835158348,0.6003848910331726
J2s,51,5Jo,120,0.259906142950058,0.4155251383781433,0.3245687186717987
J2s,51,5To,121,0.6071501970291138,0.013845671899616718,0.3790041208267212
J2s,51,59o,122,0.5962486863136292,0.013656307943165302,0.3900950253009796
J2s,51,58o,123,0.5851855278015137,0.01367061585187912,0.401143878698349
J2s,51,57o,124,0.5711268186569214,0.013771794736385345,0.41510137915611267
J2s,51,56o,125,0.5679745078086853,0.013819538056850433,0.41820597648620605
J2s,51,55o,126,0.33269113302230835,0.010225793346762657,0.6570830941200256
J2s,51,54s,127,0.5418664216995239,0.014133150689303875,0.4440004527568817
J2s,51,53s,128,0.5538471937179565,0.014233891852200031,0.4319189190864563
J2s,51,52s,129,0.6550898551940918,0.047527775168418884,0.2973823547363281
J2s,51,4Ao,130,0.3873177468776703,0.005388061981648207,0.6072942018508911
J2s,51,4Ko,131,0.3940163254737854,0.0075950296595692635,0.5983886122703552
J2s,51,4Qo,132,0.390598863363266,0.010035601444542408,0.5993655323982239
J2s,51,4Jo,133,0.2603246867656708,0.46703875064849854,0.2726365625858307
J2s,51,4To,134,0.6075702905654907,0.01390757691115141,0.3785221576690674
J2s,51,49o,135,0.6087900996208191,0.013812821358442307,0.3773970603942871
J2s,51,48o,136,0.5977269411087036,0.013827130198478699,0.3884459137916565
J2s,51,47o,137,0.5836682915687561,0.013928309082984924,0.40240341424942017
J2s,51,46o,138,0.5805159211158752,0.013976052403450012,0.40550801157951355
J2s,51,45o,139,0.5680895447731018,0.01424980629235506,0.417660653591156
J2s,51,44o,140,0.3370184302330017,0.012389155104756355,0.6505924463272095
J2s,51,43s,141,0.5573210120201111,0.014393909834325314,0.42828506231307983
J2s,51,42s,142,0.658825159072876,0.04772108048200607,0.29345372319221497
J2s,51,3Ao,143,0.38814735412597656,0.005614657420665026,0.6062380075454712
J2s,51,3Ko,144,0.3948459327220917,0.007821625098586082,0.5973324775695801
J2s,51,3Qo,145,0.3914284408092499,0.010262196883559227,0.598309338092804
J2s,51,3Jo,146,0.26074323058128357,0.47288721799850464,0.2663695514202118
J2s,51,3To,147,0.6112459897994995,0.014134172350168228,0.37461981177330017
J2s,51,39o,148,0.6092693209648132,0.013911519199609756,0.3768191933631897
J2s,51,38o,149,0.6103275418281555,0.014020436443388462,0.3756520450115204
J2s,51,37o,150,0.5962688326835632,0.014121616259217262,0.38960954546928406
J2s,51,36o,151,0.5931165218353271,0.014169358648359776,0.39271414279937744
J2s,51,35o,152,0.5806900858879089,0.014443112537264824,0.4048667848110199
J2s,51,34o,153,0.5843658447265625,0.014632916077971458,0.4010012149810791
J2s,51,33o,154,0.34180301427841187,0.014870801940560341,0.6433261632919312
J2s,51,32s,155,0.6626183390617371,0.04793891683220863,0.2894427478313446
J2s,51,2Ao,156,0.2798044681549072,0.016366641968488693,0.7038288712501526
J2s,51,2Ko,157,0.278862863779068,0.027922028675675392,0.6932151317596436
J2s,51,2Qo,158,0.2750588357448578,0.038211673498153687,0.6867294907569885
J2s,51,2Jo,159,0.07157549262046814,0.9071426391601562,0.021281851455569267
J2s,51,2To,160,0.7261590361595154,0.051472168415784836,0.22236880660057068
J2s,51,29o,161,0.7236729264259338,0.05098510533571243,0.22534199059009552
J2s,51,28o,162,0.7207515239715576,0.05097770690917969,0.22827079892158508
J2s,51,27o,163,0.7219835519790649,0.04700625687837601,0.23101018369197845
J2s,51,26o,164,0.7119676470756531,0.04609500989317894,0.24193736910820007
J2s,51,25o,165,0.694096565246582,0.04929206520318985,0.2566113770008087
J2s,51,24o,166,0.698155403137207,0.04948420450091362,0.25236037373542786
J2s,51,23o,167,0.7022738456726074,0.04970904812216759,0.2480171024799347
J2s,51,22o,168,0.35730162262916565,0.027265602722764015,0.6154327988624573
TAo,52,TKo,53,0.7317764163017273,0.019930975511670113,0.24829262495040894
TAo,52,TQo,54,0.7162535786628723,0.018797285854816437,0.26494911313056946
TAo,52,TJo,55,0.7007308006286621,0.01766359433531761,0.28160563111305237
TAo,52,TTo,56,0.29744163155555725,0.021823812276124954,0.6807345747947693
TAo,52,T9s,57,0.6682816743850708,0.021516039967536926,0.31020233035087585
TAo,52,T8s,58,0.6656985878944397,0.021423570811748505,0.3128778636455536
TAo,52,T7s,59,0.677545964717865,0.022244103252887726,0.3002099394798279
TAo,52,T6s,60,0.6889201402664185,0.023190585896372795,0.287889301776886
TAo,52,T5s,61,0.7042775750160217,0.024431604892015457,0.2712908089160919
TAo,52,T4s,62,0.7054654359817505,0.024449124932289124,0.2700854241847992
TAo,52,T3s,63,0.7102823853492737,0.02457663230597973,0.26514101028442383
TAo,52,T2s,64,0.7151623368263245,0.024704141542315483,0.2601335346698761
TAo,52,9Ao,65,0.6670422554016113,0.10648946464061737,0.2264682948589325
TAo,52,9Ko,66,0.6433526277542114,0.004270999692380428,0.35237640142440796
TAo,52,9Qo,67,0.630952775478363,0.004199020564556122,0.36484816670417786
TAo,52,9Jo,68,0.6185529828071594,0.004127041902393103,0.37731996178627014
TAo,52,9To,69,0.7098013758659363,0.022013096138834953,0.26818549633026123
TAo,52,99o,70,0.4423036277294159,0.0036054179072380066,0.5540909171104431
TAo,52,98s,71,0.5918106436729431,0.004156242124736309,0.4040330946445465
TAo,52,97s,72,0.6021776795387268,0.004123683553189039,0.39369863271713257
TAo,52,96s,73,0.6116563081741333,0.004219168797135353,0.3841245472431183
TAo,52,95s,74,0.6251461505889893,0.004607680719345808,0.37024617195129395
TAo,52,94s,75,0.638028621673584,0.0046146889217197895,0.3573566675186157
TAo,52,93s,76,0.6384701728820801,0.004621696658432484,0.3569081425666809
TAo,52,92s,77,0.6421467661857605,0.004738790448755026,0.35311442613601685
TAo,52,8Ao,78,0.6636647582054138,0.10680592805147171,0.22952933609485626
TAo,52,8Ko,79,0.652408242225647,0.0041378457099199295,0.34345391392707825
TAo,52,8Qo,80,0.6400084495544434,0.004065866582095623,0.35592570900917053
TAo,52,8Jo,81,0.627608597278595,0.003993887919932604,0.3683975040912628
TAo,52,8To,82,0.7068630456924438,0.021890388801693916,0.2712465524673462
TAo,52,89o,83,0.6285504698753357,0.003902636468410492,0.3675468862056732
TAo,52,88o,84,0.44347065687179565,0.003451740136370063,0.5530775785446167
TAo,52,87s,85,0.5897929072380066,0.004037834238260984,0.40616926550865173
TAo,52,86s,86,0.5992715358734131,0.0041336119174957275,0.3965948820114136
TAo,52,85s,87,0.612761378288269,0.004522123374044895,0.38271650671958923
TAo,52,84s,88,0.6256438493728638,0.004529131576418877,0.369827002286911
TAo,52,83s,89,0.6386593580245972,0.004629872739315033,0.3567107617855072
TAo,52,82s,90,0.6391639709472656,0.0046368809416890144,0.3561991751194
TAo,52,7Ao,91,0.6610552668571472,0.10685615241527557,0.2320885956287384
TAo,52,7Ko,92,0.6464025974273682,0.004007758107036352,0.34958964586257935
TAo,52,7Qo,93,0.6491373777389526,0.004014328122138977,0.3468483090400696
TAo,52,7Jo,94,0.6367375254631042,0.0039423489943146706,0.35932010412216187
TAo,52,7To,95,0.7195022106170654,0.022921228781342506,0.25757652521133423
TAo,52,79o,96,0.6395421028137207,0.0038510977756232023,0.3566068112850189
TAo,52,78o,97,0.6261811852455139,0.0037541522178798914,0.3700646758079529
TAo,52,77o,98,0.45044946670532227,0.003515897784382105,0.5460346341133118
TAo,52,76s,99,0.5883874893188477,0.004132589790970087,0.4074799120426178
TAo,52,75s,100,0.6018773317337036,0.004521977622061968,0.3936006724834442
TAo,52,74s,101,0.6142385005950928,0.004528985358774662,0.38123252987861633
TAo,52,73s,102,0.6272540092468262,0.004629726987332106,0.3681162893772125
TAo,52,72s,103,0.6403325796127319,0.004730468615889549,0.35493698716163635
TAo,52,6Ao,104,0.662440299987793,0.10312090069055557,0.23443877696990967
TAo,52,6Ko,105,0.6435301303863525,0.004130107816308737,0.3523397445678711
TAo,52,6Qo,106,0.6427661180496216,0.004030972253531218,0.3532029092311859
TAo,52,6Jo,107,0.6449314951896667,0.0040375422686338425,0.35103097558021545
TAo,52,6To,108,0.731636106967926,0.024098070338368416,0.24426580965518951
TAo,52,69o,109,0.6495987176895142,0.003946291282773018,0.3464549779891968
TAo,52,68o,110,0.6362378001213074,0.003849345725029707,0.3599128723144531
TAo,52,67o,111,0.6245900392532349,0.003861171891912818,0.3715488016605377
TAo,52,66o,112,0.4545259177684784,0.003734316909685731,0.5417397618293762
TAo,52,65s,113,0.5906217694282532,0.0046266610734164715,0.40475156903266907
TAo,52,64s,114,0.6002103090286255,0.004635421093553305,0.39515426754951477
TAo,52,63s,115,0.6132258176803589,0.004736162722110748,0.38203802704811096
TAo,52,62s,116,0.6263043880462646,0.004836903885006905,0.3688587248325348
TAo,52,5Ao,117,0.6475862264633179,0.10734730958938599,0.24506649374961853
TAo,52,5Ko,118,0.6475396752357483,0.00458607217296958,0.347874253988266
TAo,52,5Qo,119,0.6467756032943726,0.004486937075853348,0.3487374186515808
TAo,52,5Jo,120,0.6460115909576416,0.0043878015130758286,0.34960058331489563
TAo,52,5To,121,0.7479566335678101,0.02560669369995594,0.22643668949604034
TAo,52,59o,122,0.6638473868370056,0.004375099204480648,0.33177754282951355
TAo,52,58o,123,0.650486409664154,0.004278153646737337,0.3452354371547699
TAo,52,57o,124,0.6388386487960815,0.004289980046451092,0.3568713665008545
TAo,52,56o,125,0.6269018054008484,0.004413497634232044,0.36868467926979065
TAo,52,55o,126,0.46260377764701843,0.004334260243922472,0.5330619812011719
TAo,52,54s,127,0.590962827205658,0.004982613958418369,0.40405455231666565
TAo,52,53s,128,0.6039783358573914,0.00508627574890852,0.39093539118766785
TAo,52,52s,129,0.6170569062232971,0.005187016911804676,0.3777560889720917
TAo,52,4Ao,130,0.6480942964553833,0.10808893293142319,0.2438167780637741
TAo,52,4Ko,131,0.6479242444038391,0.004629726987332106,0.3474460542201996
TAo,52,4Qo,132,0.6471601724624634,0.004530591424554586,0.3483092188835144
TAo,52,4Jo,133,0.6463961601257324,0.0044314563274383545,0.3491723835468292
TAo,52,4To,134,0.7491534352302551,0.025656789541244507,0.22518976032733917
TAo,52,49o,135,0.6777406334877014,0.004418754018843174,0.3178406059741974
TAo,52,48o,136,0.6643797159194946,0.004321808461099863,0.33129850029945374
TAo,52,47o,137,0.6521625518798828,0.004333634860813618,0.34350383281707764
TAo,52,46o,138,0.6372128129005432,0.00445715244859457,0.3583300709724426
TAo,52,45o,139,0.6273581981658936,0.004834568127989769,0.36780720949172974
TAo,52,44o,140,0.4673517644405365,0.004544086288660765,0.5281041264533997
TAo,52,43s,141,0.6044259667396545,0.005125550087541342,0.3904484808444977
TAo,52,42s,142,0.6175045371055603,0.005230671726167202,0.3772647976875305
TAo,52,3Ao,143,0.6524716019630432,0.10905624181032181,0.2384721338748932
TAo,52,3Ko,144,0.6518195867538452,0.004838801920413971,0.3433416187763214
TAo,52,3Qo,145,0.6510555148124695,0.004739666357636452,0.34420478343963623
TAo,52,3Jo,146,0.6502915024757385,0.00464053126052022,0.34506794810295105
TAo,52,3To,147,0.7542853355407715,0.025869563221931458,0.21984511613845825
TAo,52,39o,148,0.6781944036483765,0.004487082827836275,0.31731849908828735
TAo,52,38o,149,0.6783713698387146,0.0044946749694645405,0.31713396310806274
TAo,52,37o,150,0.6661542057991028,0.004506501369178295,0.32933929562568665
TAo,52,36o,151,0.6512044668197632,0.004630018956959248,0.34416553378105164
TAo,52,35o,152,0.6413499116897583,0.005007434636354446,0.35364267230033875
TAo,52,34o,153,0.6417975425720215,0.005051088985055685,0.3531513810157776
TAo,52,33o,154,0.47363802790641785,0.005091552622616291,0.5212703943252563
TAo,52,32s,155,0.6211811900138855,0.005396238062530756,0.3734225928783417
TAo,52,2Ao,156,0.6568489670753479,0.11011596024036407,0.23303507268428802
TAo,52,2Ko,157,0.6557779908180237,0.005080873612314463,0.3391411602497101
TAo,52,2Qo,158,0.655013918876648,0.0049817380495369434,0.3400043249130249
TAo,52,2Jo,159,0.654249906539917,0.004882602486759424,0.3408674895763397
TAo,52,2To,160,0.7594802975654602,0.0261116661131382,0.2144080549478531
TAo,52,29o,161,0.6821528077125549,0.004729154519736767,0.313118040561676
