hand,1_win,2_win,3_win,4_win,5_win,6_win,7_win,8_win,9_win,1_tie,2_tie,3_tie,4_tie,5_tie,6_tie,7_tie,8_tie,9_tie
A4s,0.5713967084884644,0.3854462802410126,0.29099562764167786,0.2359633594751358,0.19999784231185913,0.174453005194664,0.15524213016033173,0.1402723640203476,0.12831369042396545,0.01895313151180744,0.019779086112976074,0.01867859996855259,0.017603348940610886,0.016738789156079292,0.015996837988495827,0.015280341729521751,0.014545882120728493,0.013788104057312012
A3s,0.563364565372467,0.3772681653499603,0.2841570973396301,0.23056717216968536,0.19581210613250732,0.17122532427310944,0.15275560319423676,0.13833782076835632,0.12680219113826752,0.01884514093399048,0.019428880885243416,0.01816241629421711,0.016961969435214996,0.01600313000380993,0.015181469731032848,0.0144035117700696,0.013626530766487122,0.01284018438309431
A2s,0.5550705194473267,0.3685745894908905,0.276679664850235,0.22439676523208618,0.1907401978969574,0.1669795960187912,0.14914533495903015,0.13519296050071716,0.12400279939174652,0.018723296001553535,0.01908542774617672,0.01765536330640316,0.01633627712726593,0.015280991792678833,0.014383682981133461,0.013544264249503613,0.012722586281597614,0.011907899752259254
KAo,0.6447227001190186,0.4728755056858063,0.3760356605052948,0.3138226866722107,0.2692409157752991,0.234762042760849,0.2067071497440338,0.18321028351783752,0.16319048404693604,0.00850475113838911,0.009247837588191032,0.009351110085844994,0.009297327138483524,0.00922301597893238,0.00915085431188345,0.009084261953830719,0.009016871452331543,0.008936937898397446
KKo,0.8212096095085144,0.6863594651222229,0.5801721215248108,0.4954802989959717,0.4272518455982208,0.37183845043182373,0.3265174627304077,0.28919246792793274,0.2583322525024414,0.0027849655598402023,0.0023632009979337454,0.0023195059038698673,0.00237451889552176,0.0024465681053698063,0.0025133241433650255,0.002565117087215185,0.002601312706246972,0.0026221759617328644
KQs,0.6241134405136108,0.4609528183937073,0.37214145064353943,0.3150390386581421,0.2737625539302826,0.24177493155002594,0.21598409116268158,0.19467128813266754,0.17684920132160187,0.0099214818328619,0.00994365569204092,0.009810849092900753,0.009725592099130154,0.009677249938249588,0.009642074815928936,0.009597537107765675,0.009538771584630013,0.009460343979299068
KJs,0.6147992014884949,0.4475654065608978,0.35707205533981323,0.2995167672634125,0.25856223702430725,0.22732767462730408,0.20254476368427277,0.18239720165729523,0.16580475866794586,0.010911792516708374,0.011233539320528507,0.01115912850946188,0.011064844205975533,0.010985520668327808,0.010917069390416145,0.010827810503542423,0.010709637776017189,0.010567503049969673
KTs,0.6058973670005798,0.43534302711486816,0.3439106345176697,0.2864457368850708,0.24611911177635193,0.21577614545822144,0.19198766350746155,0.17288382351398468,0.1572963148355484,0.012017080560326576,0.012527442537248135,0.012433336116373539,0.012309826910495758,0.012213239446282387,0.012133056297898293,0.012023858726024628,0.011876937933266163,0.011695501394569874
K9s,0.586362898349762,0.40910038352012634,0.3161347508430481,0.2592160701751709,0.2201923131942749,0.1914377510547638,0.1692976951599121,0.15175963938236237,0.13759629428386688,0.013506466522812843,0.013843324966728687,0.013273746706545353,0.01271719392389059,0.012278015725314617,0.01192005630582571,0.011589129455387592,0.011261649429798126,0.01092456839978695
K8s,0.5679628849029541,0.38617828488349915,0.29330387711524963,0.23781737685203552,0.20057210326194763,0.17358455061912537,0.15307292342185974,0.13701578974723816,0.12417769432067871,0.015221202746033669,0.015406028367578983,0.014507484622299671,0.013730703853070736,0.01316362340003252,0.012724747881293297,0.012335103936493397,0.011947301216423512,0.011549984104931355
K7s,0.5584606528282166,0.3757038414478302,0.28347206115722656,0.22886444628238678,0.19251514971256256,0.1663796603679657,0.14667657017707825,0.13132792711257935,0.11911962181329727,0.016915028914809227,0.016943426802754402,0.01581009291112423,0.014868372119963169,0.014181181788444519,0.013630210421979427,0.013123567216098309,0.012622063048183918,0.012114296667277813
K6s,0.5480640530586243,0.3647898733615875,0.27375853061676025,0.22052569687366486,0.18540994822978973,0.160324826836586,0.14150406420230865,0.12688055634498596,0.11525563895702362,0.01836468279361725,0.018023621290922165,0.01660020276904106,0.015521449968218803,0.014764094725251198,0.014160525053739548,0.013604346662759781,0.013051414862275124,0.012492857873439789
K5s,0.5383427739143372,0.3551017642021179,0.26544076204299927,0.21362319588661194,0.17973484098911285,0.15562686324119568,0.13755923509597778,0.12352099269628525,0.11234927922487259,0.019602607935667038,0.01885153166949749,0.017162488773465157,0.01595596969127655,0.015130214393138885,0.014486737549304962,0.013897997327148914,0.01331367902457714,0.01271975040435791
K4s,0.5288988947868347,0.3464081585407257,0.25849801301956177,0.2082398384809494,0.1755864918231964,0.15244896709918976,0.13514012098312378,0.12170279026031494,0.11100225895643234,0.019967950880527496,0.01880958490073681,0.016860907897353172,0.015492389909923077,0.01455859187990427,0.013834509998559952,0.013184863142669201,0.012550882063806057,0.011918632313609123
K3s,0.5207464098930359,0.33868396282196045,0.2523561716079712,0.2035996913909912,0.17216849327087402,0.14998947083950043,0.13340754806995392,0.12052620947360992,0.1102432981133461,0.019854528829455376,0.018442191183567047,0.01632467843592167,0.014835589565336704,0.013808250427246094,0.013010977767407894,0.01230908278375864,0.011641470715403557,0.01099115889519453
K2s,0.5124329924583435,0.3309033513069153,0.24627286195755005,0.1990986168384552,0.1689227670431137,0.1476842612028122,0.13179917633533478,0.11943121254444122,0.10952451080083847,0.019726520404219627,0.018069835379719734,0.015788907185196877,0.014183289371430874,0.013066635467112064,0.012205696664750576,0.011459010653197765,0.010763123631477356,0.010098790749907494
QAo,0.6350998282432556,0.4576650857925415,0.3575609624385834,0.2936098873615265,0.2483646720647812,0.21398648619651794,0.18656779825687408,0.16404938697814941,0.1452367603778839,0.00922350212931633,0.01043945737183094,0.010790650732815266,0.010846045799553394,0.010789673775434494,0.010684539563953876,0.010542216710746288,0.01037243939936161,0.010180159471929073
QKo,0.6043719053268433,0.4336162805557251,0.3415241539478302,0.2826943099498749,0.24031305313110352,0.2075260728597641,0.1811227798461914,0.15934514999389648,0.14116673171520233,0.010237141512334347,0.010330178774893284,0.01020234078168869,0.01011484581977129,0.010066403076052666,0.010028121992945671,0.00998009368777275,0.009915787726640701,0.009829745627939701
QQo,0.7963533997535706,0.6466677784919739,0.5324821472167969,0.4444395899772644,0.3759501278400421,0.3222384750843048,0.27979353070259094,0.24601155519485474,0.21895477175712585,0.002931348979473114,0.0026534628123044968,0.0027097431011497974,0.002841420006006956,0.002981127006933093,0.003105571959167719,0.0032121664844453335,0.0032990106847137213,0.0033653834834694862
QJs,0.5907416939735413,0.4303894639015198,0.3455235958099365,0.2908702492713928,0.2513744533061981,0.22102752327919006,0.1969485878944397,0.17745739221572876,0.16150149703025818,0.01188347302377224,0.011411946266889572,0.01112455502152443,0.011014374904334545,0.010966850444674492,0.010925333946943283,0.010867704637348652,0.010789806954562664,0.01069851778447628
QTs,0.5817427039146423,0.41851571202278137,0.3328731954097748,0.27836984395980835,0.23954114317893982,0.2101418375968933,0.18714343011379242,0.1687668263912201,0.15385645627975464,0.012970543466508389,0.012575477361679077,0.012241880409419537,0.012112668715417385,0.012065182439982891,0.012029219418764114,0.011963537894189358,0.011869478970766068,0.011751402169466019
Q9s,0.5622120499610901,0.39270201325416565,0.3056294620037079,0.2516684830188751,0.21413050591945648,0.18630899488925934,0.1649019867181778,0.14802707731723785,0.13447023928165436,0.014418341219425201,0.013698168098926544,0.012859610840678215,0.012310422956943512,0.01193879172205925,0.011640590615570545,0.011363580822944641,0.011092077009379864,0.01082134060561657
Q8s,0.5442215800285339,0.3703683018684387,0.283371239900589,0.23076365888118744,0.194911390542984,0.1687547117471695,0.1488649994134903,0.1333305537700653,0.12091917544603348,0.01600475236773491,0.014990693889558315,0.013766970485448837,0.012966474518179893,0.012451492249965668,0.012066518887877464,0.011724093928933144,0.011396316811442375,0.011075328104197979
Q7s,0.5252417922019958,0.34832963347435,0.262275367975235,0.21146175265312195,0.17749644815921783,0.15307846665382385,0.1347184032201767,0.12048120051622391,0.10917624086141586,0.01778475195169449,0.01632956974208355,0.01472446322441101,0.013743839226663113,0.013147501274943352,0.012715081684291363,0.0123391542583704,0.011976716108620167,0.01161379087716341
Q6s,0.5168463587760925,0.33970457315444946,0.25440895557403564,0.20444944500923157,0.171343594789505,0.14770810306072235,0.1300411969423294,0.11637642234563828,0.10553238540887833,0.019331911578774452,0.017527317628264427,0.015688449144363403,0.014586949720978737,0.013892724178731441,0.013358799740672112,0.012883945368230343,0.012422814965248108,0.011968842707574368
Q5s,0.5071517825126648,0.33032718300819397,0.24643613398075104,0.1979159563779831,0.16604948043823242,0.14339503645896912,0.12647494673728943,0.11338622123003006,0.10297660529613495,0.020557863637804985,0.018225129693746567,0.016125408932566643,0.014909804798662663,0.01415144745260477,0.013579055666923523,0.013073435984551907,0.012584472075104713,0.01210259273648262
Q4s,0.49763259291648865,0.32193589210510254,0.2397879809141159,0.19279006123542786,0.16214297711849213,0.14045552909374237,0.12427801638841629,0.1117665097117424,0.10180754959583282,0.0209201630204916,0.018122896552085876,0.015763580799102783,0.014393291436135769,0.013528009876608849,0.012875749729573727,0.012312577106058598,0.01178116537630558,0.011268557980656624
Q3s,0.4894382655620575,0.31439122557640076,0.23380978405475616,0.1882980912923813,0.15885616838932037,0.13810820877552032,0.12264041602611542,0.1106555163860321,0.10108217597007751,0.02080385945737362,0.01773681491613388,0.015206276439130306,0.013706688769161701,0.012746964581310749,0.012027946300804615,0.011416769586503506,0.010855568572878838,0.010330715216696262
Q2s,0.48107966780662537,0.30682477355003357,0.22793996334075928,0.18398824334144592,0.15578188002109528,0.1359599530696869,0.12116386741399765,0.10967979580163956,0.10047424584627151,0.020664621144533157,0.01734754629433155,0.014642197638750076,0.013018724508583546,0.011970103718340397,0.011192207224667072,0.01054240670055151,0.00996152963489294,0.009427190758287907
JAo,0.6253818869590759,0.4431699216365814,0.34091177582740784,0.27621346712112427,0.23103858530521393,0.19720155000686646,0.1706468015909195,0.14916430413722992,0.13149988651275635,0.010282761417329311,0.011865639127790928,0.012319146655499935,0.012386602349579334,0.012313983403146267,0.012166936881840229,0.011969457380473614,0.011730055324733257,0.011451823636889458
JKo,0.5944719910621643,0.4192686676979065,0.3252335488796234,0.26575809717178345,0.22356471419334412,0.19144457578659058,0.16600267589092255,0.1453724354505539,0.12842918932437897,0.011277987621724606,0.011691829189658165,0.01162738911807537,0.011533168144524097,0.01145433820784092,0.011384407989680767,0.011291425675153732,0.011165034025907516,0.011012749746441841
JQo,0.5691119432449341,0.4016966223716736,0.31397879123687744,0.2578049600124359,0.21732212603092194,0.1862768977880478,0.16170738637447357,0.14189060032367706,0.12575063109397888,0.01228477992117405,0.01184595376253128,0.011559960432350636,0.011457615531980991,0.011418459005653858,0.011382772587239742,0.011326012201607227,0.011245460249483585,0.01114925742149353
JJo,0.7715490460395813,0.6086956858634949,0.4886881411075592,0.3993397653102875,0.33223772048950195,0.2814159095287323,0.24255846440792084,0.21255628764629364,0.18919013440608978,0.003164096036925912,0.002976184943690896,0.0031050501856952906,0.0032985664438456297,0.003496216842904687,0.0036817239597439766,0.0038489585276693106,0.003994664642959833,0.0041162059642374516
JTs,0.5615676045417786,0.4068998098373413,0.3263658285140991,0.27411389350891113,0.2364066243171692,0.2077813744544983,0.18544414639472961,0.16769541800022125,0.1533583104610443,0.013730067759752274,0.012594386003911495,0.012224671430885792,0.012196209281682968,0.012240991927683353,0.012270973064005375,0.012258347123861313,0.012212304398417473,0.012147425673902035
J9s,0.5411261916160583,0.3810489773750305,0.2994095981121063,0.24783901870250702,0.2115127295255661,0.1845092475414276,0.16378843784332275,0.14753466844558716,0.13452103734016418,0.015507353469729424,0.013706520199775696,0.012757710181176662,0.012309354729950428,0.012041246518492699,0.01181921735405922,0.011604287661612034,0.011389513500034809,0.011181315407156944
J8s,0.5231609344482422,0.35916319489479065,0.27765586972236633,0.22738529741764069,0.19267165660858154,0.16726961731910706,0.14801742136478424,0.13303454220294952,0.12109190970659256,0.017037149518728256,0.014793065376579762,0.013452572748064995,0.012777811847627163,0.012384478002786636,0.012080986984074116,0.011802693828940392,0.011533915065228939,0.011281054466962814
J7s,0.5045390725135803,0.3375784158706665,0.2568809390068054,0.20828589797019958,0.1753397136926651,0.15155549347400665,0.13369157910346985,0.11985669285058975,0.10885290801525116,0.018707240000367165,0.01589709334075451,0.014144751243293285,0.01326518040150404,0.012757666409015656,0.012387024238705635,0.012060819193720818,0.011751340702176094,0.011455578729510307
J6s,0.48579126596450806,0.3168894648551941,0.23757530748844147,0.1909024864435196,0.159822478890419,0.13765625655651093,0.12114179134368896,0.1083904430270195,0.09826988726854324,0.020317886024713516,0.016867976635694504,0.01478051021695137,0.01379423774778843,0.013260616920888424,0.01287770550698042,0.012545648030936718,0.01222737692296505,0.011911232024431229
J5s,0.47821518778800964,0.3096292316913605,0.23113124072551727,0.1853795349597931,0.15517079830169678,0.13372406363487244,0.11777012050151825,0.10544160008430481,0.09564311802387238,0.021657807752490044,0.01773563027381897,0.015452621504664421,0.014357911422848701,0.013729417696595192,0.013262336142361164,0.012847915291786194,0.01245338749140501,0.012070834636688232
J4s,0.4686959385871887,0.30155128240585327,0.22477491199970245,0.18051517009735107,0.151492640376091,0.13099132478237152,0.11574368923902512,0.10395928472280502,0.09458040446043015,0.022026384249329567,0.017570892348885536,0.01503746211528778,0.013788529671728611,0.013058103621006012,0.012515932321548462,0.01205165684223175,0.011618363671004772,0.01120755448937416
J3s,0.4604690968990326,0.2941850423812866,0.218980073928833,0.17620094120502472,0.14839769899845123,0.1288047581911087,0.11423854529857635,0.10296253114938736,0.09394491463899612,0.021898265928030014,0.017165428027510643,0.014455102384090424,0.013077451847493649,0.012252910993993282,0.011650755070149899,0.011144277639687061,0.010686725378036499,0.010267200879752636
J2s,0.4520851671695709,0.286784291267395,0.213276207447052,0.17204323410987854,0.14546972513198853,0.12678386270999908,0.11286265403032303,0.10205774009227753,0.09338988363742828,0.021760163828730583,0.016756007447838783,0.013866238296031952,0.012366610579192638,0.011456622742116451,0.010797617956995964,0.01025739498436451,0.009783695451915264,0.00935779046267271
TAo,0.6157055497169495,0.429506778717041,0.3259572982788086,0.26122555136680603,0.21657897531986237,0.1835637241601944,0.15796329081058502,0.1374962478876114,0.12084401398897171,0.011536386795341969,0.013412668369710445,0.013863840140402317,0.013880254700779915,0.013768648728728294,0.013589870184659958,0.013354565016925335,0.013070267625153065,0.01273722667247057
TKo,0.5849951505661011,0.4061571955680847,0.3109795153141022,0.2514636218547821,0.20981548726558685,0.17854614555835724,0.15409716963768005,0.13453057408332825,0.11863497644662857,0.012448358349502087,0.013062403537333012,0.012977274134755135,0.012854952365159988,0.012760647572577,0.01268039084970951,0.012568340636789799,0.012414381839334965,0.012221467681229115
TQo,0.5595200657844543,0.3889487087726593,0.30025219917297363,0.24409304559230804,0.20420515537261963,0.17407923936843872,0.1505933552980423,0.1319183111190796,0.11686929315328598,0.013436252251267433,0.013079570606350899,0.012746082618832588,0.012624630704522133,0.01258833147585392,0.012561004608869553,0.012498435564339161,0.012402627617120743,0.012277919799089432
TJo,0.5382962822914124,0.3772438168525696,0.2942536473274231,0.24066604673862457,0.20209352672100067,0.17289769649505615,0.15022486448287964,0.13232450187206268,0.11799697577953339,0.014217500574886799,0.013064499944448471,0.0126985227689147,0.012690812349319458,0.012758956290781498,0.012804174795746803,0.012800166383385658,0.01275789923965931,0.012690703384578228
TTo,0.7466171979904175,0.5723778605461121,0.4485216736793518,0.3595941662788391,0.29512280225753784,0.24787715077400208,0.21286171674728394,0.18655386567115784,0.16653473675251007,0.0035156686790287495,0.003328859806060791,0.0034907858353108168,0.00374383176676929,0.004013518802821636,0.00427519204095006,0.004514060914516449,0.004725820384919643,0.004904353059828281
T9s,0.5237324237823486,0.37370726466178894,0.296692818403244,0.24690228700637817,0.21146215498447418,0.1851297914981842,0.16501934826374054,0.14927807450294495,0.13668926060199738,0.016514422371983528,0.013749131001532078,0.012829442508518696,0.012538906186819077,0.01238163374364376,0.012227783910930157,0.012062582187354565,0.01191086508333683,0.011768903583288193
T8s,0.5051248669624329,0.35200241208076477,0.2752726376056671,0.22683700919151306,0.19305764138698578,0.1683596521615982,0.1497056782245636,0.13521930575370789,0.12366431206464767,0.01825683005154133,0.014768716879189014,0.013435622677206993,0.012922065332531929,0.0126414205878973,0.012409632094204426,0.012191571295261383,0.011991335079073906,0.011809241957962513
T7s,0.4864775538444519,0.3307863473892212,0.254862517118454,0.2080279439687729,0.17595304548740387,0.15279607474803925,0.1354570835828781,0.12202923744916916,0.11134892702102661,0.019878674298524857,0.01568670943379402,0.013946459628641605,0.013247372582554817,0.012861206196248531,0.012566502206027508,0.01230065431445837,0.012064793147146702,0.01184332650154829
T6s,0.46802541613578796,0.31038710474967957,0.2356531023979187,0.19057391583919525,0.16021792590618134,0.13855291903018951,0.12241170555353165,0.10993057489395142,0.09997902810573578,0.021416453644633293,0.016481902450323105,0.014386113733053207,0.013550681993365288,0.013101446442306042,0.012762971222400665,0.012470445595681667,0.01220727525651455,0.01195785403251648
T5s,0.4493923485279083,0.2906959056854248,0.2177039086818695,0.1747317910194397,0.1462690383195877,0.1260991096496582,0.11111971735954285,0.0995246097445488,0.09025455266237259,0.022771678864955902,0.017099827527999878,0.01474805548787117,0.01384864654392004,0.013393224216997623,0.013075205497443676,0.012802954763174057,0.0125535037368536,0.01230582781136036
T4s,0.4420453906059265,0.28469908237457275,0.21270596981048584,0.1706785261631012,0.14301586151123047,0.12351278960704803,0.10904759913682938,0.09786460548639297,0.08892351388931274,0.023267285898327827,0.017159024253487587,0.014623155817389488,0.013566561043262482,0.012974406592547894,0.012532570399343967,0.012156895361840725,0.011817174963653088,0.011498870328068733
T3s,0.4338279068470001,0.2774892747402191,0.20706969499588013,0.16651804745197296,0.14004330337047577,0.12143032997846603,0.10761269927024841,0.0969051644206047,0.08829404413700104,0.02314458042383194,0.016737470403313637,0.014018988236784935,0.01283351145684719,0.012155525386333466,0.011654123663902283,0.011239097453653812,0.010881518945097923,0.010555253364145756
T2s,0.42544227838516235,0.2702547013759613,0.20153170824050903,0.16251681745052338,0.1372501254081726,0.1195216253399849,0.10633198916912079,0.09606669843196869,0.08778303861618042,0.022997677326202393,0.01630648970603943,0.01340519916266203,0.012091257609426975,0.01132754422724247,0.010780218057334423,0.010337959975004196,0.009966151788830757,0.009637881070375443
9Ao,0.5945077538490295,0.40066778659820557,0.29527047276496887,0.23107925057411194,0.18786880373954773,0.15662771463394165,0.13287967443466187,0.11424721032381058,0.09933333098888397,0.01322971098124981,0.01514113787561655,0.01520933024585247,0.014822743833065033,0.014373295940458775,0.013922430574893951,0.013462617062032223,0.012990850955247879,0.012489303015172482
9Ko,0.5640895366668701,0.37789952754974365,0.28091761469841003,0.22185035049915314,0.181504026055336,0.15187852084636688,0.12916341423988342,0.11126793920993805,0.09692405164241791,0.014045389369130135,0.014483917504549026,0.013896874152123928,0.01331893540918827,0.012865489348769188,0.012495860457420349,0.012151593342423439,0.011808415874838829,0.011450891382992268
9Qo,0.5386286973953247,0.361153244972229,0.27076393365859985,0.21504996716976166,0.17643997073173523,0.14793658256530762,0.12612667679786682,0.10905732214450836,0.0954788476228714,0.014988608658313751,0.014294871129095554,0.013429484330117702,0.0128696383908391,0.01249517872929573,0.012194356881082058,0.011910174041986465,0.011628033593297005,0.011343476362526417
9Jo,0.5164138674736023,0.34940364956855774,0.2650664150714874,0.21206653118133545,0.17487315833568573,0.14735561609268188,0.1263885200023651,0.11009230464696884,0.09720587730407715,0.016120130196213722,0.014266605488955975,0.01329001784324646,0.012844259850680828,0.012585630640387535,0.012368489056825638,0.01215232815593481,0.011932319030165672,0.011713567189872265
9To,0.49813908338546753,0.34219229221343994,0.26298439502716064,0.21201306581497192,0.17587287724018097,0.1491636037826538,0.12893588840961456,0.11328071355819702,0.10094800591468811,0.01716742292046547,0.014278845861554146,0.013339751400053501,0.013067297637462616,0.012927557341754436,0.012785471975803375,0.012624597176909447,0.012470964342355728,0.012323454953730106
99o,0.716686487197876,0.5327619910240173,0.4082332253456116,0.3226543068885803,0.2630116641521454,0.22084474563598633,0.19056709110736847,0.1684311181306839,0.15193644165992737,0.003914379049092531,0.003335803747177124,0.0032399646006524563,0.00328437564894557,0.00336994300596416,0.0034610184375196695,0.003546054009348154,0.0036182792391628027,0.003674315521493554
98s,0.48860931396484375,0.34536001086235046,0.2717370092868805,0.22421012818813324,0.19095690548419952,0.1667647659778595,0.1486251950263977,0.1345951408147812,0.12343452125787735,0.019441064447164536,0.014446087181568146,0.012907139025628567,0.012235884554684162,0.011747671291232109,0.011317760683596134,0.010950383730232716,0.01064314879477024,0.010399451479315758
97s,0.46986180543899536,0.32540205121040344,0.2531549334526062,0.20763753354549408,0.17643751204013824,0.15404731035232544,0.1373913586139679,0.12455179542303085,0.11431742459535599,0.021274562925100327,0.015282697975635529,0.01334679126739502,0.012504585087299347,0.011925537139177322,0.011446690186858177,0.011048280633985996,0.010721666738390923,0.010461497120559216
96s,0.45149877667427063,0.3055192530155182,0.2345331609249115,0.19081945717334747,0.16136334836483002,0.14047688245773315,0.12501539289951324,0.11310143768787384,0.10358382016420364,0.022773010656237602,0.015937529504299164,0.013662443496286869,0.012686382979154587,0.01204238273203373,0.011522320099174976,0.011096131056547165,0.010747152380645275,0.01046374998986721
95s,0.433138370513916,0.28597426414489746,0.21654319763183594,0.17478275299072266,0.14706362783908844,0.12753094732761383,0.11308394372463226,0.10192713141441345,0.09298808127641678,0.02408747188746929,0.016434738412499428,0.013882085680961609,0.012806071899831295,0.01211725827306509,0.011577722616493702,0.011145392432808876,0.010789956897497177,0.010495194233953953
94s,0.4140555262565613,0.2673456072807312,0.20001943409442902,0.16042082011699677,0.13450832664966583,0.11639168113470078,0.10303040593862534,0.09270700812339783,0.08441457152366638,0.024547096341848373,0.01627417281270027,0.013496986590325832,0.012320025824010372,0.011590884067118168,0.01104065217077732,0.010608840733766556,0.010252122767269611,0.009951998479664326
93s,0.4081079661846161,0.2621307969093323,0.1956506073474884,0.15696972608566284,0.1318439096212387,0.1143321841955185,0.10142231732606888,0.09143679589033127,0.08339232951402664,0.024571910500526428,0.01611163467168808,0.01319577544927597,0.011879274621605873,0.011028769426047802,0.010375017300248146,0.009854569099843502,0.009427917189896107,0.009074918925762177
92s,0.39972710609436035,0.2549978792667389,0.19023197889328003,0.15309271216392517,0.12914706766605377,0.11248861998319626,0.10017410665750504,0.0905962884426117,0.08285390585660934,0.024418411776423454,0.01565631479024887,0.012549728155136108,0.011111358180642128,0.010183596052229404,0.009484972804784775,0.008941435255110264,0.00850803405046463,0.008156637661159039
8Ao,0.5837799310684204,0.3875811994075775,0.2823285460472107,0.21884028613567352,0.17653055489063263,0.14621971547603607,0.12339624762535095,0.10567089170217514,0.09161689132452011,0.014979495666921139,0.016980133950710297,0.016866939142346382,0.016312213614583015,0.01572069153189659,0.015146379359066486,0.01456898357719183,0.01396967750042677,0.013346060179173946
8Ko,0.5443877577781677,0.35323867201805115,0.25622063875198364,0.198586568236351,0.16008299589157104,0.13232487440109253,0.11136303097009659,0.09508182108402252,0.082199826836586,0.015887446701526642,0.016164744272828102,0.015226863324642181,0.01441684365272522,0.013830944895744324,0.013378314673900604,0.012972216121852398,0.012564610689878464,0.01214283425360918
8Qo,0.5193639397621155,0.3371146321296692,0.2466672956943512,0.1922939419746399,0.1554287225008011,0.1286746710538864,0.10849542915821075,0.09288954734802246,0.08058765530586243,0.016691947355866432,0.015688283368945122,0.014416025020182133,0.013593743555247784,0.013070416636765003,0.0126804169267416,0.012328692711889744,0.011987492442131042,0.01164846308529377
8Jo,0.4971933364868164,0.32586872577667236,0.24152925610542297,0.1898142695426941,0.15428026020526886,0.1284475177526474,0.10905616730451584,0.09414403140544891,0.08244423568248749,0.01776372827589512,0.015440506860613823,0.014052546583116055,0.013371855020523071,0.012984144501388073,0.012684071436524391,0.01240201760083437,0.012124693021178246,0.011858037672936916
8To,0.4782259166240692,0.3188493847846985,0.2398035228252411,0.19017010927200317,0.15574580430984497,0.13075417280197144,0.11209160834550858,0.09780988842248917,0.0866301953792572,0.01903737336397171,0.015379550866782665,0.014006284065544605,0.013504096306860447,0.013239446096122265,0.013019022531807423,0.012802920304238796,0.012597844004631042,0.012405815534293652
89o,0.4607295095920563,0.3121505677700043,0.23656797409057617,0.18801136314868927,0.1542288064956665,0.12988418340682983,0.11186707764863968,0.09817254543304443,0.08751360327005386,0.020283246412873268,0.014994923025369644,0.013397065922617912,0.012722580693662167,0.012233871966600418,0.011797483079135418,0.01142177265137434,0.011103127151727676,0.010847842320799828
