HandA,HandA_no,HandB,HandB_no,Hand1_Wins,Ties,Hand2_Wins
A4s,10,8Ao,78,0.285675704479,0.200791835785,0.513532459736
A4s,10,8Ko,79,0.619149267673,0.00476886704564,0.376081883907
A4s,10,8Qo,80,0.60702174902,0.00468068150803,0.388297587633
A4s,10,8Jo,81,0.594953358173,0.00459249643609,0.400454163551
A4s,10,8To,82,0.582944095135,0.00450431136414,0.412551611662
A4s,10,89o,83,0.571704566479,0.00459979660809,0.423695653677
A4s,10,88o,84,0.337221860886,0.00404406385496,0.658734083176
A4s,10,87s,85,0.549739003181,0.00501648662612,0.445244550705
A4s,10,86s,86,0.558468878269,0.0051207318902,0.436410397291
A4s,10,85s,87,0.578817367554,0.00544967502356,0.415732979774
A4s,10,84s,88,0.695814549923,0.018318593502,0.285866886377
A4s,10,83s,89,0.631910741329,0.0056226872839,0.362466603518
A4s,10,82s,90,0.63023930788,0.00562969548628,0.364131033421
A4s,10,7Ao,91,0.282818347216,0.267132461071,0.450049161911
A4s,10,7Ko,92,0.618875086308,0.00468097347766,0.376443952322
A4s,10,7Qo,93,0.618868947029,0.00468739774078,0.376443654299
A4s,10,7Jo,94,0.606800556183,0.00459921266884,0.388600230217
A4s,10,7To,95,0.594791293144,0.00451102713123,0.400697678328
A4s,10,79o,96,0.583945095539,0.00460651284084,0.411448419094
A4s,10,78o,97,0.576534330845,0.00454037357122,0.418925315142
A4s,10,77o,98,0.339322715998,0.00423990143463,0.656437397003
A4s,10,76s,99,0.552627623081,0.00516774458811,0.442204624414
A4s,10,75s,100,0.572976112366,0.00549800135195,0.421525895596
A4s,10,74s,101,0.686035871506,0.0175856631249,0.296378433704
A4s,10,73s,102,0.624321818352,0.00567101407796,0.370007157326
A4s,10,72s,103,0.63600474596,0.00574766518548,0.358247578144
A4s,10,6Ao,104,0.283236891031,0.338553190231,0.378209918737
A4s,10,6Ko,105,0.619103252888,0.00482347188517,0.376073271036
A4s,10,6Qo,106,0.615900576115,0.00470199808478,0.379397451878
A4s,10,6Jo,107,0.615953564644,0.00470842188224,0.379338026047
A4s,10,6To,108,0.603944301605,0.0046202368103,0.391435444355
A4s,10,69o,109,0.593098104,0.00471572205424,0.402186185122
A4s,10,68o,110,0.585687339306,0.00464958325028,0.409663081169
A4s,10,67o,111,0.579406142235,0.00471586827189,0.415877968073
A4s,10,66o,112,0.340659916401,0.00454884162173,0.654791235924
A4s,10,65s,113,0.564680278301,0.00562210334465,0.42969763279
A4s,10,64s,114,0.672862410545,0.0177258253098,0.309411764145
A4s,10,63s,115,0.616025984287,0.0057977437973,0.378176271915
A4s,10,62s,116,0.627708911896,0.00587439490482,0.366416692734
A4s,10,5Ao,117,0.263809859753,0.416510730982,0.319679409266
A4s,10,5Ko,118,0.631194412708,0.00522921141237,0.363576352596
A4s,10,5Qo,119,0.627991735935,0.00510773807764,0.366900533438
A4s,10,5Jo,120,0.62484818697,0.00498626427725,0.370165586472
A4s,10,5To,121,0.624960303307,0.00499268807471,0.370047032833
A4s,10,59o,122,0.614114105701,0.00508817378432,0.380797743797
A4s,10,58o,123,0.606703281403,0.0050220345147,0.388274669647
A4s,10,57o,124,0.600422143936,0.0050883195363,0.394489526749
A4s,10,56o,125,0.591614723206,0.00523388385773,0.403151392937
A4s,10,55o,126,0.335155427456,0.00516399741173,0.65968054533
A4s,10,54s,127,0.674017608166,0.0204817596823,0.305500656366
A4s,10,53s,128,0.607108592987,0.00611982448027,0.386771559715
A4s,10,52s,129,0.618850708008,0.00619647558779,0.374952852726
A4s,10,4Ao,130,0.0715749040246,0.906834304333,0.0215907916427
A4s,10,4Ko,131,0.75670093298,0.0243054591119,0.218993633986
A4s,10,4Qo,132,0.753118634224,0.0241966377944,0.222684755921
A4s,10,4Jo,133,0.749595880508,0.0240878183395,0.226316317916
A4s,10,4To,134,0.746132671833,0.0239789970219,0.229888305068
A4s,10,49o,135,0.75095385313,0.0200024843216,0.229043632746
A4s,10,48o,136,0.736704289913,0.018979690969,0.24431604147
A4s,10,47o,137,0.726096510887,0.0180867407471,0.255816727877
A4s,10,46o,138,0.711893439293,0.0181145798415,0.269991964102
A4s,10,45o,139,0.712679326534,0.0210252776742,0.266295403242
A4s,10,44o,140,0.35768648982,0.0225520692766,0.61976146698
A4s,10,43s,141,0.697546124458,0.0217438023537,0.280710071325
A4s,10,42s,142,0.711993873119,0.022631496191,0.265374600887
A4s,10,3Ao,143,0.320844888687,0.469351440668,0.209803670645
A4s,10,3Ko,144,0.667827963829,0.00561830727383,0.326553732157
A4s,10,3Qo,145,0.664625287056,0.00549683347344,0.329877912998
A4s,10,3Jo,146,0.661481678486,0.00537535967305,0.33314293623
A4s,10,3To,147,0.658397257328,0.00525388587266,0.336348861456
A4s,10,39o,148,0.659155607224,0.00534323928878,0.335501164198
A4s,10,38o,149,0.661917626858,0.0053515615873,0.332730770111
A4s,10,37o,150,0.653839826584,0.00541784614325,0.340742349625
A4s,10,36o,151,0.645032346249,0.00556341046467,0.349404215813
A4s,10,35o,152,0.635525584221,0.00591177167371,0.358562648296
A4s,10,34o,153,0.737772226334,0.0225505121052,0.239677265286
A4s,10,33o,154,0.484377592802,0.00614104326814,0.509481370449
A4s,10,32s,155,0.655688345432,0.00652468856424,0.337786972523
A4s,10,2Ao,156,0.324951052666,0.467041283846,0.208007648587
A4s,10,2Ko,157,0.669069707394,0.00586709473282,0.325063198805
A4s,10,2Qo,158,0.665867030621,0.00574562093243,0.328387379646
A4s,10,2Jo,159,0.66272342205,0.00562414713204,0.331652402878
A4s,10,2To,160,0.659639000893,0.00550267379731,0.334858328104
A4s,10,29o,161,0.660397350788,0.00559202674776,0.334010630846
A4s,10,28o,162,0.660199344158,0.00549960741773,0.334301024675
A4s,10,27o,163,0.666223287582,0.00564035354182,0.328136384487
A4s,10,26o,164,0.657415807247,0.00578591786325,0.336798250675
A4s,10,25o,165,0.647968173027,0.00613427860662,0.345897555351
A4s,10,24o,166,0.753390729427,0.0237348824739,0.222874358296
A4s,10,23o,167,0.686018645763,0.00652337446809,0.307457953691
A4s,10,22o,168,0.494934499264,0.00678345281631,0.498282045126
A3s,11,A2s,12,0.306498736143,0.4414473176,0.252053946257
A3s,11,KAo,13,0.282920151949,0.0465758405626,0.670503973961
A3s,11,KKo,14,0.32485255599,0.00445325905457,0.670694172382
A3s,11,KQs,15,0.570314466953,0.00553683796898,0.42414867878
A3s,11,KJs,16,0.567313671112,0.00543857878074,0.427247732878
A3s,11,KTs,17,0.564372062683,0.00534031912684,0.430287629366
A3s,11,K9s,18,0.578265607357,0.00531170284376,0.416422694921
A3s,11,K8s,19,0.586199223995,0.00531827285886,0.408482521772
A3s,11,K7s,20,0.586435735226,0.00524337403476,0.408320903778
A3s,11,K6s,21,0.586658656597,0.00536309555173,0.407978236675
A3s,11,K5s,22,0.598500192165,0.00570795265958,0.395791858435
A3s,11,K4s,23,0.60191488266,0.00582022825256,0.392264902592
A3s,11,K3s,24,0.717525601387,0.0194264575839,0.263047903776
A3s,11,K2s,25,0.637665808201,0.00602141907439,0.35631275177
A3s,11,QAo,26,0.282501637936,0.057945124805,0.659553229809
A3s,11,QKo,27,0.598501205444,0.00515825441107,0.396340548992
A3s,11,QQo,28,0.324448019266,0.00431854790077,0.671233415604
A3s,11,QJs,29,0.555805921555,0.005356233567,0.438837826252
A3s,11,QTs,30,0.552864313126,0.0052579739131,0.44187772274
A3s,11,Q9s,31,0.5667578578,0.00522935763001,0.428012788296
A3s,11,Q8s,32,0.574691474438,0.00523592764512,0.420072615147
A3s,11,Q7s,33,0.586435735226,0.00525038177148,0.408313900232
A3s,11,Q6s,34,0.583657920361,0.00526483636349,0.411077260971
A3s,11,Q5s,35,0.595499396324,0.00560969300568,0.398890912533
A3s,11,Q4s,36,0.598914086819,0.00572196859866,0.395363926888
A3s,11,Q3s,37,0.714252829552,0.019340608269,0.266406536102
A3s,11,Q2s,38,0.634665071964,0.00592315988615,0.359411805868
A3s,11,JAo,39,0.28208309412,0.0771560817957,0.640760838985
A3s,11,JKo,40,0.595298469067,0.00503678107634,0.399664729834
A3s,11,JQo,41,0.583170950413,0.00494859553874,0.411880433559
A3s,11,JJo,42,0.32473731041,0.00418383674696,0.67107886076
A3s,11,JTs,43,0.541415691376,0.00517562869936,0.453408688307
A3s,11,J9s,44,0.55530923605,0.00514701241627,0.43954372406
A3s,11,J8s,45,0.563242852688,0.00515358243138,0.431603550911
A3s,11,J7s,46,0.574987113476,0.00516803655773,0.419844835997
A3s,11,J6s,47,0.583717048168,0.00527184410021,0.411011129618
A3s,11,J5s,48,0.592557728291,0.00551143381745,0.401930809021
A3s,11,J4s,49,0.595972418785,0.00562370941043,0.398403853178
A3s,11,J3s,50,0.711037874222,0.019254758954,0.269707351923
A3s,11,J2s,51,0.631723403931,0.00582490023226,0.362451702356
A3s,11,TAo,52,0.281664550304,0.103804580867,0.614530861378
A3s,11,TKo,53,0.592154920101,0.00491530727595,0.402929753065
A3s,11,TQo,54,0.580027401447,0.00482712173834,0.415145456791
A3s,11,TJo,55,0.567959010601,0.0047389366664,0.427302032709
A3s,11,TTo,56,0.325720399618,0.00404912512749,0.670230507851
A3s,11,T9s,57,0.543919742107,0.00506466720253,0.451015561819
A3s,11,T8s,58,0.551853358746,0.00507123721763,0.44307538867
A3s,11,T7s,59,0.563597619534,0.00508569134399,0.431316673756
A3s,11,T6s,60,0.572327554226,0.00518949888647,0.422482967377
A3s,11,T5s,61,0.592675983906,0.00551844201982,0.40180554986
A3s,11,T4s,62,0.593089938164,0.00552544975653,0.401384621859
A3s,11,T3s,63,0.707880735397,0.0191689096391,0.272950351238
A3s,11,T2s,64,0.628840863705,0.00572664104402,0.365432471037
A3s,11,9Ao,65,0.28451898694,0.150715649128,0.564765393734
A3s,11,9Ko,66,0.606836915016,0.00486873229966,0.388294368982
A3s,11,9Qo,67,0.594709396362,0.00478054722771,0.400510072708
A3s,11,9Jo,68,0.582641005516,0.0046923616901,0.412666648626
A3s,11,9To,69,0.570631742477,0.00460417661816,0.424764096737
A3s,11,99o,70,0.333338588476,0.00411823298782,0.662543177605
A3s,11,98s,71,0.544803082943,0.00507079949602,0.450126111507
A3s,11,97s,72,0.556547343731,0.00508525362238,0.438367396593
A3s,11,96s,73,0.565277278423,0.00518906116486,0.429533690214
A3s,11,95s,74,0.585625708103,0.00551800383255,0.408856272697
A3s,11,94s,75,0.597547352314,0.00561436498538,0.396838277578
A3s,11,93s,76,0.70892316103,0.0191607326269,0.271916091442
A3s,11,92s,77,0.630297541618,0.00571028841659,0.363992184401
A3s,11,8Ao,78,0.280433058739,0.201812490821,0.517754435539
A3s,11,8Ko,79,0.615166306496,0.00485865818337,0.379975020885
A3s,11,8Qo,80,0.603038787842,0.00477047311142,0.392190724611
A3s,11,8Jo,81,0.590970396996,0.00468228757381,0.404347300529
A3s,11,8To,82,0.578961133957,0.00459410250187,0.41644474864
A3s,11,89o,83,0.57169097662,0.00460709678009,0.423701912165
A3s,11,88o,84,0.332041889429,0.00409701373428,0.663861095905
A3s,11,87s,85,0.541403114796,0.00508569134399,0.453511178493
A3s,11,86s,86,0.550133049488,0.00518993707374,0.44467702508
A3s,11,85s,87,0.570865213871,0.00551887974143,0.423615932465
A3s,11,84s,88,0.582786858082,0.00561524135992,0.411597907543
A3s,11,83s,89,0.709154427052,0.015434759669,0.275410801172
A3s,11,82s,90,0.626661062241,0.00571861071512,0.367620319128
A3s,11,7Ao,91,0.280739486217,0.268236041069,0.451024472713
A3s,11,7Ko,92,0.615285456181,0.00477076508105,0.379943788052
A3s,11,7Qo,93,0.615279316902,0.00477718887851,0.379943490028
A3s,11,7Jo,94,0.603210926056,0.00468900380656,0.392100065947
A3s,11,7To,95,0.591201663017,0.00460081873462,0.404197514057
A3s,11,79o,96,0.58393150568,0.00461381254718,0.411454677582
A3s,11,78o,97,0.568071126938,0.00460987072438,0.427318990231
A3s,11,77o,98,0.337030112743,0.00429285131395,0.658677041531
A3s,11,76s,99,0.546377122402,0.00523694977164,0.448385924101
A3s,11,75s,100,0.567109286785,0.00556720653549,0.427323520184
A3s,11,74s,101,0.579030930996,0.00566356768832,0.415305495262
A3s,11,73s,102,0.699375808239,0.0147018283606,0.285922348499
A3s,11,72s,103,0.632426559925,0.00583658041432,0.361736863852
A3s,11,6Ao,104,0.281158030033,0.339335590601,0.379506409168
A3s,11,6Ko,105,0.615513682365,0.0049132630229,0.379573076963
A3s,11,6Qo,106,0.612310945988,0.00479178922251,0.382897257805
A3s,11,6Jo,107,0.612363934517,0.00479821348563,0.382837831974
A3s,11,6To,108,0.600354671478,0.00471002794802,0.394935280085
A3s,11,69o,109,0.593084514141,0.00472302222624,0.402192443609
A3s,11,68o,110,0.577224195004,0.00471908040345,0.418056756258
A3s,11,67o,111,0.57307523489,0.00478536542505,0.422139406204
A3s,11,66o,112,0.338367283344,0.00460179196671,0.657030940056
A3s,11,65s,113,0.558813452721,0.00569130852818,0.435495257378
A3s,11,64s,114,0.570735096931,0.00579029787332,0.423474609852
A3s,11,63s,115,0.686202347279,0.0148419905454,0.29895567894
A3s,11,62s,116,0.624130725861,0.00596331013367,0.369905978441
A3s,11,5Ao,117,0.262333661318,0.414616405964,0.323049932718
A3s,11,5Ko,118,0.627604842186,0.00531900301576,0.367076158524
A3s,11,5Qo,119,0.624402105808,0.00519752921537,0.370400339365
A3s,11,5Jo,120,0.621258556843,0.00507605541497,0.373665392399
A3s,11,5To,121,0.62137067318,0.00508247967809,0.37354683876
A3s,11,59o,122,0.614100515842,0.00509547349066,0.380804032087
A3s,11,58o,123,0.598633468151,0.00509153166786,0.396274983883
A3s,11,57o,124,0.594484508038,0.00515781668946,0.400357633829
A3s,11,56o,125,0.585677087307,0.00530338054523,0.409019500017
A3s,11,55o,126,0.333382576704,0.00521694729105,0.66140049696
A3s,11,54s,127,0.562201440334,0.00610799854621,0.431690573692
A3s,11,53s,128,0.687357485294,0.0176037661731,0.295038729906
A3s,11,52s,129,0.615656137466,0.00628539081663,0.378058463335
A3s,11,4Ao,130,0.262752205133,0.469244748354,0.268003046513
A3s,11,4Ko,131,0.631221413612,0.00550880562514,0.363269746304
A3s,11,4Qo,132,0.628018736839,0.00538733182475,0.366593927145
A3s,11,4Jo,133,0.624875187874,0.00526585802436,0.369858980179
A3s,11,4To,134,0.621790707111,0.00514438422397,0.373064875603
A3s,11,49o,135,0.62664192915,0.00525198783726,0.368106067181
A3s,11,48o,136,0.611174941063,0.00524804601446,0.383577048779
A3s,11,47o,137,0.607025980949,0.00531433103606,0.387659698725
A3s,11,46o,138,0.598218560219,0.00545989489183,0.396321564913
A3s,11,45o,139,0.589105069637,0.00580825610086,0.405086666346
A3s,11,44o,140,0.339365541935,0.0057246456854,0.654909789562
A3s,11,43s,141,0.691092848778,0.0177883133292,0.291118860245
A3s,11,42s,142,0.619129955769,0.00645197927952,0.374418050051
A3s,11,3Ao,143,0.0715743228793,0.906956970692,0.0214687343687
A3s,11,3Ko,144,0.760274469852,0.0204599574208,0.219265580177
A3s,11,3Qo,145,0.756692171097,0.0203511361033,0.222956717014
A3s,11,3Jo,146,0.753169417381,0.0202423166484,0.226588264108
A3s,11,3To,147,0.749706268311,0.0201334971935,0.230160266161
A3s,11,39o,148,0.750953495502,0.0201249308884,0.228921577334
A3s,11,38o,149,0.751183390617,0.0160497203469,0.232766881585
A3s,11,37o,150,0.740575671196,0.0151567710564,0.244267567992
A3s,11,36o,151,0.726372599602,0.0151846092194,0.258442819118
A3s,11,35o,152,0.727158427238,0.0180953070521,0.254746228456
A3s,11,34o,153,0.731217324734,0.0182874463499,0.250495225191
A3s,11,33o,154,0.364407837391,0.0190924033523,0.616499781609
A3s,11,32s,155,0.715266108513,0.0190865639597,0.265647351742
A3s,11,2Ao,156,0.319002151489,0.472596168518,0.208401665092
A3s,11,2Ko,157,0.66816598177,0.00598418852314,0.325849860907
A3s,11,2Qo,158,0.664963245392,0.00586271472275,0.329174011946
A3s,11,2Jo,159,0.661819696426,0.00574124092236,0.33243906498
A3s,11,2To,160,0.658735275269,0.00561976712197,0.335644990206
A3s,11,29o,161,0.660389900208,0.00559947313741,0.334010630846
A3s,11,28o,162,0.656527400017,0.00558939902112,0.337883204222
A3s,11,27o,163,0.662551283836,0.00573014467955,0.331718564034
A3s,11,26o,164,0.653743863106,0.00587570900097,0.340380430222
A3s,11,25o,165,0.644689559937,0.00622407021001,0.349086374044
A3s,11,24o,166,0.648365318775,0.00641387281939,0.345220834017
A3s,11,23o,167,0.756964325905,0.0198893807828,0.223146319389
A3s,11,22o,168,0.491670101881,0.00690044928342,0.501429438591
A2s,12,KAo,13,0.277920871973,0.0472710058093,0.674808144569
A2s,12,KKo,14,0.321177780628,0.00456324731931,0.674258947372
A2s,12,KQs,15,0.569434821606,0.00564911356196,0.424916088581
A2s,12,KJs,16,0.566434025764,0.00555085437372,0.428015112877
A2s,12,KTs,17,0.563492357731,0.00545259471983,0.431055039167
A2s,12,K9s,18,0.577385962009,0.00542397843674,0.417190074921
A2s,12,K8s,19,0.586191773415,0.0053257192485,0.408482521772
A2s,12,K7s,20,0.582555294037,0.00533228926361,0.412112414837
A2s,12,K6s,21,0.582778215408,0.00545201078057,0.411769747734
A2s,12,K5s,22,0.595003426075,0.00579686788842,0.399199694395
A2s,12,K4s,23,0.59841811657,0.0059091434814,0.395672738552
A2s,12,K3s,24,0.601832807064,0.00602141907439,0.392145752907
A2s,12,K2s,25,0.720797836781,0.0157845802605,0.263417601585
A2s,12,QAo,26,0.277502328157,0.058723218739,0.663774490356
A2s,12,QKo,27,0.597597420216,0.00527534820139,0.397127211094
A2s,12,QQo,28,0.320773243904,0.00442853616551,0.674798190594
A2s,12,QJs,29,0.554926276207,0.00546850915998,0.439605206251
A2s,12,QTs,30,0.551984608173,0.00537024950609,0.442645102739
A2s,12,Q9s,31,0.565878212452,0.005341633223,0.428780168295
A2s,12,Q8s,32,0.574684023857,0.00524337403476,0.420072615147
A2s,12,Q7s,33,0.582555294037,0.00533929700032,0.412105411291
A2s,12,Q6s,34,0.579777479172,0.00535375159234,0.414868801832
A2s,12,Q5s,35,0.592002630234,0.00569860823452,0.402298748493
A2s,12,Q4s,36,0.595417320728,0.00581088382751,0.398771762848
A2s,12,Q3s,37,0.598832070827,0.00592315988615,0.395244807005
A2s,12,Q2s,38,0.717525064945,0.0156987309456,0.266776233912
A2s,12,JAo,39,0.277083784342,0.0780171081424,0.644899129868
A2s,12,JKo,40,0.594394743443,0.005153874401,0.400451391935
A2s,12,JQo,41,0.582267224789,0.00506568932906,0.412667095661
A2s,12,JJo,42,0.321062535048,0.00429382454604,0.67464363575
A2s,12,JTs,43,0.540536046028,0.00528790429235,0.454176068306
A2s,12,J9s,44,0.554429590702,0.00525928800926,0.440311133862
A2s,12,J8s,45,0.563235402107,0.00516102882102,0.431603550911
A2s,12,J7s,46,0.571106672287,0.00525695225224,0.423636376858
A2s,12,J6s,47,0.579836606979,0.00536075932905,0.414802670479
A2s,12,J5s,48,0.589061021805,0.00560034904629,0.405338644981
A2s,12,J4s,49,0.592475712299,0.00571262463927,0.401811689138
A2s,12,J3s,50,0.595890402794,0.00582490023226,0.398284703493
A2s,12,J2s,51,0.714310050011,0.0156128816307,0.270077049732
A2s,12,TAo,52,0.276665240526,0.104748532176,0.618586242199
A2s,12,TKo,53,0.591251194477,0.00503240060061,0.403716415167
A2s,12,TQo,54,0.579123675823,0.00494421552867,0.415932118893
A2s,12,TJo,55,0.567055284977,0.00485603045672,0.428088694811
A2s,12,TTo,56,0.322045624256,0.00415911339223,0.673795282841
A2s,12,T9s,57,0.54304009676,0.00517694279552,0.451782941818
A2s,12,T8s,58,0.551845908165,0.00507868360728,0.44307538867
A2s,12,T7s,59,0.559717178345,0.0051746070385,0.435108184814
A2s,12,T6s,60,0.568447113037,0.00527841411531,0.426274478436
A2s,12,T5s,61,0.58917927742,0.00560735724866,0.40521338582
A2s,12,T4s,62,0.589593172073,0.00561436498538,0.404792457819
A2s,12,T3s,63,0.593007862568,0.00572664104402,0.401265501976
A2s,12,T2s,64,0.711152911186,0.0155270323157,0.273320049047
A2s,12,9Ao,65,0.279519677162,0.151742532849,0.56873780489
A2s,12,9Ko,66,0.605933129787,0.00498582608998,0.389081031084
A2s,12,9Qo,67,0.593805611134,0.00489764101803,0.40129673481
A2s,12,9Jo,68,0.581737220287,0.00480945548043,0.413453310728
A2s,12,9To,69,0.569727957249,0.00472127040848,0.425550758839
A2s,12,99o,70,0.329663813114,0.00422822125256,0.666107952595
A2s,12,98s,71,0.544795632362,0.00507824542001,0.450126111507
A2s,12,97s,72,0.552666902542,0.00517416885123,0.442158937454
A2s,12,96s,73,0.561396837234,0.0052779763937,0.433325201273
A2s,12,95s,74,0.582128942013,0.00560691906139,0.412264108658
A2s,12,94s,75,0.594050645828,0.00570328067988,0.400246113539
A2s,12,93s,76,0.594464540482,0.00571028841659,0.399825185537
A2s,12,92s,77,0.712195396423,0.0155188562348,0.272285759449
A2s,12,8Ao,78,0.279101133347,0.202812701464,0.518086135387
A2s,12,8Ko,79,0.615158855915,0.00486610457301,0.379975020885
A2s,12,8Qo,80,0.603031337261,0.0047779190354,0.392190724611
A2s,12,8Jo,81,0.590962946415,0.00468973396346,0.404347300529
A2s,12,8To,82,0.578953683376,0.00460154842585,0.41644474864
A2s,12,89o,83,0.571683526039,0.00461454270408,0.423701912165
A2s,12,88o,84,0.332034498453,0.00409740349278,0.663868069649
A2s,12,87s,85,0.541395664215,0.00509313773364,0.453511178493
A2s,12,86s,86,0.550125598907,0.00519738299772,0.44467702508
A2s,12,85s,87,0.57085776329,0.00552632613108,0.423615932465
A2s,12,84s,88,0.582779407501,0.0056226872839,0.411597907543
A2s,12,83s,89,0.594701051712,0.00571904890239,0.399579882622
A2s,12,82s,90,0.70915389061,0.0154353436083,0.275410801172
A2s,12,7Ao,91,0.27543374896,0.269402712584,0.455163538456
A2s,12,7Ko,92,0.611302495003,0.00486055621877,0.38383692503
A2s,12,7Qo,93,0.611296415329,0.00486698048189,0.383836627007
A2s,12,7Jo,94,0.599228024483,0.00477879494429,0.395993202925
A2s,12,7To,95,0.587218761444,0.00469060987234,0.408090651035
A2s,12,79o,96,0.579948544502,0.00470360415056,0.415347844362
A2s,12,78o,97,0.568057596684,0.00461717089638,0.427325248718
A2s,12,77o,98,0.331850141287,0.00434580165893,0.66380405426
A2s,12,76s,99,0.535955965519,0.00530615495518,0.458737909794
A2s,12,75s,100,0.559157133102,0.00563641171902,0.435206443071
A2s,12,74s,101,0.571078777313,0.00573277287185,0.423188447952
A2s,12,73s,102,0.583000421524,0.00582913449034,0.411170423031
A2s,12,72s,103,0.712715744972,0.0118179945275,0.275466263294
A2s,12,6Ao,104,0.275852292776,0.340585172176,0.383562535048
A2s,12,6Ko,105,0.611530721188,0.00500305416062,0.383466213942
A2s,12,6Qo,106,0.608328044415,0.0048815808259,0.386790394783
A2s,12,6Jo,107,0.608381032944,0.00488800462335,0.386730968952
A2s,12,6To,108,0.596371769905,0.00479981955141,0.398828417063
A2s,12,69o,109,0.589101612568,0.00481281382963,0.40608561039
A2s,12,68o,110,0.577210605145,0.00472638057545,0.418063044548
A2s,12,67o,111,0.56247985363,0.00485486211255,0.432665288448
A2s,12,66o,112,0.33318734169,0.00465474184602,0.662157952785
A2s,12,65s,113,0.550861299038,0.00576051324606,0.443378180265
A2s,12,64s,114,0.562782943249,0.00585950259119,0.43135753274
A2s,12,63s,115,0.57470458746,0.00595586420968,0.419339537621
A2s,12,62s,116,0.699542224407,0.0119581567124,0.288499593735
A2s,12,5Ao,117,0.260857492685,0.415481716394,0.32366079092
A2s,12,5Ko,118,0.624015212059,0.00540879415348,0.370575994253
A2s,12,5Qo,119,0.620812535286,0.00528732035309,0.373900175095
A2s,12,5Jo,120,0.617668926716,0.0051658465527,0.377165198326
A2s,12,5To,121,0.617781043053,0.00517227081582,0.377046644688
A2s,12,59o,122,0.610510885715,0.00518526509404,0.384303838015
A2s,12,58o,123,0.598619878292,0.00509883183986,0.396281272173
A2s,12,57o,124,0.586414694786,0.00522731337696,0.408357977867
A2s,12,56o,125,0.577607274055,0.00537287769839,0.417019844055
A2s,12,55o,126,0.331609725952,0.00526989763603,0.663120388985
A2s,12,54s,127,0.556718289852,0.00617720326409,0.43710449338
A2s,12,53s,128,0.568699121475,0.00627794489264,0.425022959709
A2s,12,52s,129,0.700697422028,0.0147199332714,0.284582644701
A2s,12,4Ao,130,0.261276036501,0.466830670834,0.271893322468
A2s,12,4Ko,131,0.62763184309,0.00559859676287,0.366769582033
A2s,12,4Qo,132,0.624429106712,0.00547712342814,0.370093733072
A2s,12,4Jo,133,0.621285557747,0.00535564962775,0.373358786106
A2s,12,4To,134,0.618201136589,0.00523417582735,0.376564711332
A2s,12,49o,135,0.623052358627,0.00534177944064,0.37160590291
A2s,12,48o,136,0.611161351204,0.00525534618646,0.383583307266
A2s,12,47o,137,0.598956167698,0.00538382772356,0.395660042763
A2s,12,46o,138,0.590148687363,0.00552939204499,0.404321908951
A2s,12,45o,139,0.583560824394,0.00587775278836,0.410561442375
A2s,12,44o,140,0.337592691183,0.00577759556472,0.656629681587
A2s,12,43s,141,0.572172939777,0.00643796334043,0.421389102936
A2s,12,42s,142,0.704432725906,0.0149132395163,0.280654013157
A2s,12,3Ao,143,0.261694580317,0.472454845905,0.265850573778
A2s,12,3Ko,144,0.631248474121,0.00582519220188,0.362926363945
A2s,12,3Qo,145,0.628045737743,0.00570371840149,0.366250544786
A2s,12,3Jo,146,0.624902188778,0.0055822446011,0.369515568018
A2s,12,3To,147,0.62181776762,0.00546077080071,0.372721493244
A2s,12,39o,148,0.623472392559,0.00544047681615,0.371087133884
A2s,12,38o,149,0.623702764511,0.00544865289703,0.370848566294
A2s,12,37o,150,0.611497581005,0.0055771348998,0.382925271988
A2s,12,36o,151,0.602690160275,0.00572269875556,0.391587167978
A2s,12,35o,152,0.596161365509,0.0060710599646,0.397767573595
A2s,12,34o,153,0.599837124348,0.00626086257398,0.393902003765
A2s,12,33o,154,0.344269484282,0.00636705476791,0.649363458157
A2s,12,32s,155,0.708168029785,0.0151310749352,0.276700854301
A2s,12,2Ao,156,0.071573741734,0.907145559788,0.0212806835771
A2s,12,2Ko,157,0.763848006725,0.0166804492474,0.219471544027
A2s,12,2Qo,158,0.76026570797,0.0165716297925,0.223162665963
A2s,12,2Jo,159,0.756742954254,0.0164628084749,0.226794227958
A2s,12,2To,160,0.753279805183,0.01635398902,0.23036621511
A2s,12,29o,161,0.754527032375,0.0163454227149,0.229127541184
A2s,12,28o,162,0.75118303299,0.0162381604314,0.232578828931
A2s,12,27o,163,0.7550547719,0.0122927939519,0.232652425766
A2s,12,26o,164,0.740851700306,0.0123206311837,0.246827661991
A2s,12,25o,165,0.741637587547,0.0152313299477,0.24313108623
A2s,12,24o,166,0.745696425438,0.0154234683141,0.238880082965
A2s,12,23o,167,0.749755322933,0.015648311004,0.234596386552
A2s,12,22o,168,0.371759921312,0.0157647244632,0.612475335598
KAo,13,KKo,14,0.296711027622,0.008330588229,0.694958388805
KAo,13,KQs,15,0.698478400707,0.011511974968,0.290009647608
KAo,13,KJs,16,0.695575892925,0.0114195067436,0.293004631996
KAo,13,KTs,17,0.692673325539,0.0113270385191,0.295999616385
KAo,13,K9s,18,0.7115239501,0.01202415023,0.2764518857
KAo,13,K8s,19,0.708940923214,0.0119316820055,0.279127418995
KAo,13,K7s,20,0.70637357235,0.0118392137811,0.281787186861
KAo,13,K6s,21,0.706898987293,0.011982684955,0.281118303537
KAo,13,K5s,22,0.711407721043,0.0124206915498,0.276171565056
KAo,13,K4s,23,0.716161549091,0.0125481998548,0.27129021287
